,,,openInterest,openInterest,volume,volume
optionType,,,calls,puts,calls,puts
symbol,strike,expiration,,,,
GM,37.0,2024-02-09,168.0,30.0,12.0,1.0
GM,37.0,2024-02-16,8044.0,4386.0,3063.0,117.0
GM,37.0,2024-02-23,1869.0,0.0,25.0,1.0
GM,37.0,2024-03-01,239.0,2.0,30.0,0.0
GM,37.0,2024-03-15,5563.0,4482.0,86.0,5.0
GM,37.0,2024-04-19,308.0,0.0,51.0,1.0
GM,37.0,2024-05-17,34.0,17.0,1.0,5.0
GM,37.0,2024-06-21,17419.0,6068.0,9.0,2.0
GM,37.0,2024-08-16,357.0,76.0,8.0,11.0
GM,37.0,2024-09-20,16270.0,2020.0,108.0,30.0
GM,37.0,2024-10-18,453.0,400.0,35.0,14.0
GM,37.0,2024-12-20,30.0,1.0,37.0,0.0
GM,37.0,2025-06-20,1895.0,878.0,34.0,1.0
GM,37.0,2026-01-16,134.0,335.0,1.0,3.0
GM,37.0,2026-12-18,13.0,,10.0,
GM,37.5,2024-01-26,95.0,11.0,43.0,2.0
GM,37.5,2024-02-02,199.0,,59.0,
GM,38.0,2024-01-26,414.0,106.0,92.0,11.0
GM,38.0,2024-02-02,549.0,6.0,60.0,1.0
GM,38.0,2024-02-09,183.0,1.0,38.0,3.0
GM,38.0,2024-02-16,4104.0,1472.0,688.0,4.0
GM,38.0,2024-02-23,86.0,3.0,55.0,1.0
GM,38.0,2024-03-01,12.0,2.0,1.0,0.0
GM,38.0,2024-03-15,12089.0,229.0,35.0,17.0
GM,38.0,2024-04-19,75.0,2.0,21.0,2.0
GM,38.0,2024-05-17,15.0,,4.0,
GM,38.0,2024-06-21,4960.0,473.0,1.0,45.0
GM,38.0,2024-08-16,64.0,27.0,15.0,2.0
GM,38.0,2025-01-17,8843.0,4422.0,150.0,20.0
GM,38.5,2024-01-26,266.0,0.0,224.0,1.0
GM,38.5,2024-02-02,13.0,,5.0,
GM,39.0,2024-01-26,369.0,3.0,2.0,1.0
GM,39.0,2024-02-02,166.0,43.0,3.0,50.0
GM,39.0,2024-02-09,46.0,152.0,1.0,2.0
GM,39.0,2024-02-16,1311.0,30.0,13.0,2.0
GM,39.0,2024-02-23,28.0,2.0,21.0,1.0
GM,39.0,2024-03-01,5.0,,1.0,
GM,39.0,2024-03-15,5194.0,61.0,28.0,10.0
GM,39.0,2024-04-19,608.0,,93.0,
GM,39.0,2024-05-17,65.0,,16.0,
GM,39.0,2024-06-21,3032.0,28.0,1.0,3.0
GM,39.0,2024-08-16,186.0,,2.0,
GM,39.5,2024-01-26,25.0,,17.0,
GM,40.0,2024-01-26,520.0,8.0,49.0,1.0
GM,40.0,2024-02-02,243.0,3.0,100.0,1.0
GM,40.0,2024-02-09,55.0,,2.0,
GM,40.0,2024-02-16,1549.0,140.0,55.0,16.0
GM,40.0,2024-02-23,18.0,7.0,6.0,3.0
GM,40.0,2024-03-01,7.0,,4.0,
GM,40.0,2024-03-15,6486.0,74.0,42.0,12.0
GM,40.0,2024-04-19,132.0,15.0,86.0,15.0
GM,40.0,2024-05-17,697.0,,72.0,
GM,40.0,2024-06-21,38979.0,2807.0,97.0,1.0
GM,40.0,2024-08-16,299.0,35.0,37.0,30.0
GM,40.0,2024-09-20,22712.0,2511.0,20.0,10.0
GM,40.0,2024-10-18,733.0,50.0,7.0,49.0
GM,40.0,2024-12-20,48.0,,3.0,
GM,40.0,2025-01-17,4196.0,10412.0,74.0,15.0
GM,40.0,2025-06-20,2458.0,685.0,5.0,56.0
GM,40.0,2026-01-16,334.0,3445.0,1.0,1.0
GM,40.0,2026-06-18,5.0,,8.0,
GM,40.0,2026-12-18,7.0,,6.0,
GM,40.5,2024-01-26,27.0,,25.0,
GM,40.5,2024-02-02,8.0,,0.0,
GM,41.0,2024-01-26,104.0,,25.0,
GM,41.0,2024-02-02,32.0,0.0,1.0,0.0
GM,41.0,2024-02-09,3.0,,1.0,
GM,41.0,2024-02-16,452.0,0.0,13.0,0.0
GM,41.0,2024-02-23,5.0,,4.0,
GM,41.0,2024-03-01,12.0,,1.0,
GM,41.0,2024-03-15,1649.0,6.0,3.0,10.0
GM,41.0,2024-04-19,61.0,,3.0,
GM,41.0,2024-05-17,37.0,1.0,6.0,1.0
GM,41.0,2024-06-21,1371.0,16.0,1.0,3.0
GM,41.0,2024-08-16,95.0,291.0,10.0,1.0
GM,42.0,2024-01-26,172.0,0.0,170.0,5.0
GM,42.0,2024-02-02,16.0,,5.0,
GM,42.0,2024-02-09,12.0,,1.0,
GM,42.0,2024-02-16,1419.0,,250.0,
GM,42.0,2024-02-23,2.0,,1.0,
GM,42.0,2024-03-15,1265.0,0.0,1.0,100.0
GM,42.0,2024-04-19,14.0,,1.0,
GM,42.0,2024-05-17,31.0,,31.0,
GM,42.0,2024-06-21,17851.0,94.0,1.0,1.0
GM,42.0,2024-08-16,213.0,3.0,1.0,2.0
GM,42.0,2024-09-20,2357.0,6417.0,1.0,184.0
GM,42.0,2024-10-18,310.0,211.0,32.0,1.0
GM,42.0,2024-12-20,2.0,,0.0,
GM,42.0,2025-01-17,7242.0,4841.0,25.0,141.0
GM,42.0,2025-06-20,1169.0,131.0,2.0,14.0
GM,42.0,2026-01-16,233.0,408.0,1.0,9.0
GM,42.0,2026-12-18,11.0,,10.0,
GM,43.0,2024-01-26,11.0,1.0,0.0,1.0
GM,43.0,2024-02-02,84.0,,1.0,
GM,43.0,2024-02-09,100.0,,0.0,
GM,43.0,2024-02-16,136.0,,3.0,
GM,43.0,2024-02-23,10.0,,100.0,
GM,43.0,2024-03-01,107.0,,100.0,
GM,43.0,2024-03-15,920.0,0.0,5.0,2.0
GM,43.0,2024-04-19,32.0,,13.0,
GM,43.0,2024-05-17,3.0,,1.0,
GM,43.0,2024-06-21,174.0,423.0,1.0,0.0
GM,43.0,2024-08-16,17.0,510.0,1.0,478.0
GM,44.0,2024-01-26,1.0,1.0,1.0,0.0
GM,44.0,2024-02-02,61.0,,31.0,
GM,44.0,2024-02-09,202.0,,200.0,
GM,44.0,2024-02-16,132.0,,15.0,
GM,44.0,2024-02-23,0.0,,200.0,
GM,44.0,2024-03-01,200.0,,200.0,
GM,44.0,2024-03-15,706.0,0.0,3.0,1.0
GM,44.0,2024-04-19,19.0,,5.0,
GM,44.0,2024-06-21,364.0,11.0,2.0,20.0
GM,44.0,2024-08-16,39.0,438.0,3.0,411.0
GM,45.0,2024-01-26,53.0,,2.0,
GM,45.0,2024-02-02,82.0,,100.0,
GM,45.0,2024-02-09,204.0,,104.0,
GM,45.0,2024-02-16,75.0,0.0,12.0,0.0
GM,45.0,2024-02-23,52.0,,100.0,
GM,45.0,2024-03-01,100.0,,100.0,
GM,45.0,2024-03-15,625.0,0.0,6.0,175.0
GM,45.0,2024-04-19,10.0,,7.0,
GM,45.0,2024-05-17,5.0,,2.0,
GM,45.0,2024-06-21,15698.0,26.0,9.0,2.0
GM,45.0,2024-08-16,122.0,7.0,5.0,2.0
GM,45.0,2024-09-20,2613.0,113.0,13.0,119.0
GM,45.0,2024-10-18,789.0,337.0,5.0,64.0
GM,45.0,2024-12-20,109.0,,21.0,
GM,45.0,2025-01-17,12333.0,389.0,21.0,1.0
GM,45.0,2025-06-20,4767.0,851.0,1200.0,513.0
GM,45.0,2026-01-16,651.0,59.0,3.0,1.0
GM,45.0,2026-06-18,1.0,,0.0,
GM,45.0,2026-12-18,8.0,,5.0,
GM,46.0,2024-01-26,36.0,,0.0,
GM,46.0,2024-02-02,100.0,,2.0,
GM,46.0,2024-02-09,100.0,,100.0,
GM,46.0,2024-02-16,507.0,,2.0,
GM,46.0,2024-02-23,200.0,,100.0,
GM,46.0,2024-03-01,103.0,,20.0,
GM,46.0,2024-03-15,234.0,0.0,1.0,0.0
GM,46.0,2024-04-19,2.0,,2.0,
GM,46.0,2024-06-21,50.0,,2.0,
GM,46.0,2024-08-16,17.0,2.0,2.0,0.0
GM,47.0,2024-02-16,203.0,,1.0,
GM,47.0,2024-03-15,199.0,0.0,1.0,1.0
GM,47.0,2024-04-19,237.0,,200.0,
GM,47.0,2024-06-21,3727.0,6.0,16.0,1.0
GM,47.0,2024-08-16,25.0,,24.0,
GM,47.0,2024-09-20,15160.0,24.0,3.0,24.0
GM,47.0,2024-10-18,104.0,1.0,10.0,1.0
GM,47.0,2024-12-20,241.0,314.0,5.0,295.0
GM,47.0,2025-01-17,3990.0,413.0,4.0,1.0
GM,47.0,2025-06-20,153.0,0.0,31.0,142.0
GM,47.0,2026-01-16,83.0,8.0,1.0,5.0
GM,47.0,2026-12-18,10.0,,0.0,
GM,48.0,2024-02-16,2.0,,2.0,
GM,48.0,2024-03-15,191.0,0.0,5.0,0.0
GM,48.0,2024-04-19,364.0,,200.0,
GM,48.0,2024-06-21,18.0,,1.0,
GM,48.0,2024-08-16,18.0,,3.0,
GM,49.0,2024-02-16,0.0,,0.0,
GM,49.0,2024-03-15,29.0,0.0,2.0,1.0
GM,49.0,2024-04-19,200.0,,100.0,
GM,49.0,2024-05-17,200.0,,200.0,
GM,50.0,2024-02-16,430.0,,20.0,
GM,50.0,2024-03-15,251.0,3.0,2.0,3.0
GM,50.0,2024-04-19,209.0,,300.0,
GM,50.0,2024-05-17,150.0,,200.0,
GM,50.0,2024-06-21,8397.0,27.0,2.0,69.0
GM,50.0,2024-08-16,95.0,0.0,15.0,5.0
GM,50.0,2024-09-20,4443.0,9.0,2.0,7.0
GM,50.0,2024-10-18,32.0,0.0,20.0,0.0
GM,50.0,2024-12-20,6.0,,6.0,
GM,50.0,2025-01-17,21123.0,23.0,775.0,7.0
GM,50.0,2025-06-20,3185.0,1.0,5.0,1.0
GM,50.0,2026-01-16,1195.0,14.0,16.0,1.0
GM,50.0,2026-12-18,17.0,,10.0,
GM,55.0,2024-03-15,592.0,0.0,10.0,32.0
GM,55.0,2024-06-21,1700.0,0.0,3.0,820.0
GM,55.0,2024-09-20,887.0,0.0,101.0,2.0
GM,55.0,2025-01-17,4471.0,59.0,9.0,160.0
GM,55.0,2025-06-20,4913.0,0.0,1.0,1.0
GM,60.0,2024-06-21,2208.0,1.0,2.0,2.0
GM,60.0,2024-09-20,1419.0,3.0,1.0,1.0
GM,60.0,2025-01-17,9501.0,0.0,2391.0,2.0
GM,60.0,2025-06-20,12066.0,0.0,3.0,3.0
GME,2.5,2024-01-26,0.0,,1.0,
GME,3.0,2024-04-19,0.0,364.0,1.0,300.0
GME,3.0,2024-06-21,7.0,57.0,1.0,2.0
GME,3.0,2024-07-19,0.0,43.0,1.0,1.0
GME,3.0,2024-10-18,2.0,19.0,2.0,1.0
GME,3.0,2025-01-17,9.0,2281.0,2.0,1.0
GME,3.0,2025-06-20,1.0,78.0,0.0,1.0
GME,3.0,2026-01-16,38.0,138.0,1.0,1.0
GME,4.0,2024-04-19,1.0,13.0,0.0,5.0
GME,4.0,2024-06-21,,10.0,,15.0
GME,4.0,2024-07-19,,0.0,,0.0
GME,5.0,2024-02-16,,65.0,,20.0
GME,5.0,2024-04-19,0.0,534.0,1.0,1.0
GME,5.0,2024-06-21,4.0,276.0,2.0,6.0
GME,5.0,2024-07-19,11.0,271.0,10.0,2.0
GME,5.0,2024-10-18,1.0,321.0,1.0,1.0
GME,5.0,2025-01-17,131.0,742.0,1.0,7.0
GME,5.0,2025-06-20,17.0,24.0,1.0,1.0
GME,5.0,2026-01-16,91.0,133.0,4.0,1.0
GME,6.0,2024-02-16,,3.0,,0.0
GME,6.0,2024-04-19,4.0,29.0,1.0,12.0
GME,6.0,2024-06-21,,12.0,,1.0
GME,6.0,2024-07-19,,0.0,,5.0
GME,7.0,2024-04-19,21.0,133.0,1.0,10.0
GME,7.0,2024-06-21,1.0,7.0,1.0,1.0
GME,7.0,2024-07-19,,24.0,,11.0
GME,8.0,2024-01-26,,1.0,,1.0
GME,8.0,2024-02-16,21.0,3.0,0.0,3.0
GME,8.0,2024-02-23,,1.0,,0.0
GME,8.0,2024-04-19,5.0,238.0,5.0,10.0
GME,8.0,2024-06-21,3.0,44.0,1.0,2.0
GME,8.0,2024-07-19,1.0,326.0,0.0,201.0
GME,8.0,2025-01-17,117.0,250.0,3.0,2.0
GME,8.0,2025-06-20,5.0,39.0,1.0,1.0
GME,8.0,2026-01-16,45.0,32.0,1.0,1.0
GME,9.0,2024-01-26,6.0,,1.0,
GME,9.0,2024-02-02,,1.0,,0.0
GME,9.0,2024-02-16,,15.0,,1.0
GME,9.0,2024-03-01,,6.0,,6.0
GME,9.0,2024-04-19,45.0,1200.0,1.0,4.0
GME,9.0,2024-06-21,,1010.0,,1.0
GME,9.0,2024-07-19,0.0,2.0,0.0,1.0
GME,10.0,2024-01-26,4.0,222.0,1.0,41.0
GME,10.0,2024-02-02,10.0,55.0,10.0,49.0
GME,10.0,2024-02-16,72.0,727.0,2.0,391.0
GME,10.0,2024-02-23,,3.0,,1.0
GME,10.0,2024-03-01,2.0,2.0,0.0,2.0
GME,10.0,2024-03-15,3.0,112.0,3.0,112.0
GME,10.0,2024-04-19,351.0,17768.0,6.0,3.0
GME,10.0,2024-06-21,136.0,242.0,1.0,18.0
GME,10.0,2024-07-19,17.0,184.0,2.0,2.0
GME,10.0,2024-10-18,436.0,262.0,1.0,36.0
GME,10.0,2025-01-17,2668.0,389.0,3.0,1.0
GME,10.0,2025-06-20,43.0,230.0,3.0,1.0
GME,10.0,2026-01-16,206.0,163.0,2.0,25.0
GME,10.5,2024-01-26,,2.0,,1.0
GME,10.5,2024-02-02,,1.0,,1.0
GME,11.0,2024-01-26,9.0,445.0,8.0,445.0
GME,11.0,2024-02-02,,73.0,,41.0
GME,11.0,2024-02-09,6.0,128.0,0.0,43.0
GME,11.0,2024-02-16,2.0,47.0,1.0,20.0
GME,11.0,2024-02-23,,2.0,,1.0
GME,11.0,2024-03-01,,575.0,,4.0
GME,11.0,2024-03-15,,4.0,,4.0
GME,11.0,2024-04-19,413.0,473.0,5.0,7.0
GME,11.0,2024-06-21,15.0,221.0,8.0,2.0
GME,11.0,2024-07-19,3.0,4.0,1.0,1.0
GME,11.5,2024-01-26,,50.0,,21.0
GME,11.5,2024-02-02,,1.0,,0.0
GME,11.5,2024-02-23,,3.0,,0.0
GME,11.5,2024-03-01,,1.0,,1.0
GME,12.0,2024-01-26,6.0,16963.0,1.0,2035.0
GME,12.0,2024-02-02,,163.0,,8.0
GME,12.0,2024-02-09,,253.0,,134.0
GME,12.0,2024-02-16,162.0,2782.0,103.0,53.0
GME,12.0,2024-02-23,1.0,35.0,1.0,2.0
GME,12.0,2024-03-01,,69.0,,23.0
GME,12.0,2024-03-15,161.0,114.0,327.0,104.0
GME,12.0,2024-04-19,544.0,16890.0,100.0,8.0
GME,12.0,2024-06-21,79.0,76.0,1.0,1.0
GME,12.0,2024-07-19,35.0,35.0,1.0,21.0
GME,12.5,2024-01-26,285.0,598.0,254.0,213.0
GME,12.5,2024-02-02,91.0,130.0,1.0,30.0
GME,12.5,2024-02-09,1.0,62.0,0.0,14.0
GME,12.5,2024-02-23,3.0,43.0,1.0,12.0
GME,12.5,2024-03-01,1.0,39.0,0.0,2.0
GME,13.0,2024-01-26,80.0,1564.0,22.0,402.0
GME,13.0,2024-02-02,303.0,668.0,1.0,68.0
GME,13.0,2024-02-09,58.0,93.0,50.0,4.0
GME,13.0,2024-02-16,193.0,1385.0,7.0,70.0
GME,13.0,2024-02-23,2.0,16.0,1.0,12.0
GME,13.0,2024-03-01,32.0,66.0,5.0,22.0
GME,13.0,2024-03-15,,5.0,,6.0
GME,13.0,2024-04-19,1467.0,911.0,2.0,11.0
GME,13.0,2024-06-21,680.0,263.0,1.0,10.0
GME,13.0,2024-07-19,120.0,368.0,4.0,6.0
GME,13.0,2024-10-18,1051.0,41.0,500.0,2.0
GME,13.0,2025-01-17,1001.0,151.0,4.0,4.0
GME,13.0,2025-06-20,108.0,4.0,1.0,3.0
GME,13.0,2026-01-16,136.0,47.0,1.0,2.0
GME,13.5,2024-01-26,310.0,636.0,35.0,454.0
GME,13.5,2024-02-02,58.0,229.0,24.0,19.0
GME,13.5,2024-02-09,95.0,272.0,3.0,8.0
GME,13.5,2024-02-23,21.0,38.0,0.0,52.0
GME,13.5,2024-03-01,6.0,15.0,1.0,3.0
GME,14.0,2024-01-26,970.0,2357.0,478.0,2192.0
GME,14.0,2024-02-02,260.0,375.0,23.0,202.0
GME,14.0,2024-02-09,55.0,139.0,9.0,7.0
GME,14.0,2024-02-16,717.0,1675.0,289.0,65.0
GME,14.0,2024-02-23,37.0,100.0,4.0,61.0
GME,14.0,2024-03-01,31.0,44.0,1.0,1.0
GME,14.0,2024-03-15,26.0,8.0,18.0,8.0
GME,14.0,2024-04-19,988.0,1063.0,82.0,14.0
GME,14.0,2024-06-21,51.0,99.0,5.0,1.0
GME,14.0,2024-07-19,42.0,21.0,16.0,3.0
GME,14.5,2024-01-26,1149.0,699.0,1086.0,385.0
GME,14.5,2024-02-02,246.0,83.0,117.0,60.0
GME,14.5,2024-02-09,30.0,172.0,11.0,12.0
GME,14.5,2024-02-23,125.0,13.0,114.0,1.0
GME,14.5,2024-03-01,37.0,22.0,4.0,1.0
GME,15.0,2024-01-26,3140.0,838.0,3401.0,444.0
GME,15.0,2024-02-02,810.0,472.0,347.0,6.0
GME,15.0,2024-02-09,3292.0,113.0,14.0,1.0
GME,15.0,2024-02-16,1132.0,1739.0,236.0,147.0
GME,15.0,2024-02-23,30.0,54.0,7.0,2.0
GME,15.0,2024-03-01,230.0,134.0,36.0,3.0
GME,15.0,2024-03-15,111.0,54.0,28.0,16.0
GME,15.0,2024-04-19,4436.0,3714.0,489.0,13.0
GME,15.0,2024-06-21,854.0,775.0,37.0,3.0
GME,15.0,2024-07-19,370.0,358.0,6.0,20.0
GME,15.0,2024-10-18,395.0,34.0,25.0,1.0
GME,15.0,2025-01-17,1183.0,754.0,138.0,22.0
GME,15.0,2025-06-20,106.0,13.0,1.0,1.0
GME,15.0,2026-01-16,452.0,758.0,26.0,27.0
GME,15.5,2024-01-26,1672.0,279.0,976.0,38.0
GME,15.5,2024-02-02,1284.0,80.0,89.0,9.0
GME,15.5,2024-02-09,111.0,280.0,16.0,5.0
GME,15.5,2024-02-23,111.0,45.0,17.0,36.0
GME,15.5,2024-03-01,17.0,4.0,4.0,1.0
GME,16.0,2024-01-26,1939.0,388.0,1312.0,74.0
GME,16.0,2024-02-02,846.0,226.0,133.0,54.0
GME,16.0,2024-02-09,386.0,161.0,27.0,1.0
GME,16.0,2024-02-16,1828.0,755.0,331.0,41.0
GME,16.0,2024-02-23,96.0,127.0,5.0,4.0
GME,16.0,2024-03-01,68.0,2.0,6.0,1.0
GME,16.0,2024-03-15,45.0,37.0,32.0,35.0
GME,16.0,2024-04-19,1685.0,902.0,168.0,4.0
GME,16.0,2024-06-21,285.0,1394.0,24.0,111.0
GME,16.0,2024-07-19,111.0,224.0,1.0,2.0
GME,16.5,2024-01-26,990.0,80.0,234.0,11.0
GME,16.5,2024-02-02,272.0,65.0,80.0,1.0
GME,16.5,2024-02-09,202.0,82.0,19.0,1.0
GME,16.5,2024-02-23,59.0,105.0,10.0,4.0
GME,16.5,2024-03-01,17.0,4.0,1.0,1.0
GME,17.0,2024-01-26,2459.0,155.0,978.0,2.0
GME,17.0,2024-02-02,1213.0,94.0,1035.0,1.0
GME,17.0,2024-02-09,229.0,73.0,12.0,1.0
GME,17.0,2024-02-16,1521.0,1763.0,246.0,36.0
GME,17.0,2024-02-23,41.0,117.0,8.0,1.0
GME,17.0,2024-03-01,53.0,1.0,1.0,0.0
GME,17.0,2024-03-15,50.0,,59.0,
GME,17.0,2024-04-19,1151.0,1183.0,39.0,1.0
GME,17.0,2024-06-21,157.0,718.0,1.0,1.0
GME,17.0,2024-07-19,67.0,51.0,20.0,2.0
GME,17.0,2025-06-20,38.0,7.0,4.0,1.0
GME,17.0,2026-01-16,91.0,56.0,2.0,1.0
GME,17.5,2024-01-26,760.0,154.0,127.0,17.0
GME,17.5,2024-02-02,161.0,34.0,19.0,5.0
GME,17.5,2024-02-09,240.0,43.0,7.0,28.0
GME,17.5,2024-02-23,105.0,9.0,1.0,2.0
GME,17.5,2024-03-01,48.0,,47.0,
GME,18.0,2024-01-26,2264.0,172.0,1808.0,27.0
GME,18.0,2024-02-02,856.0,73.0,694.0,18.0
GME,18.0,2024-02-09,270.0,5.0,150.0,5.0
GME,18.0,2024-02-16,986.0,204.0,184.0,8.0
GME,18.0,2024-02-23,61.0,5.0,15.0,5.0
GME,18.0,2024-03-01,32.0,,2.0,
GME,18.0,2024-03-15,68.0,37.0,64.0,37.0
GME,18.0,2024-04-19,1819.0,810.0,72.0,1.0
GME,18.0,2024-06-21,1138.0,2515.0,50.0,1.0
GME,18.0,2024-07-19,487.0,215.0,4.0,8.0
GME,18.0,2024-10-18,451.0,20.0,10.0,1.0
GME,18.0,2025-01-17,564.0,491.0,9.0,2.0
GME,18.5,2024-01-26,361.0,34.0,47.0,3.0
GME,18.5,2024-02-02,236.0,74.0,9.0,16.0
GME,18.5,2024-02-09,35.0,50.0,2.0,0.0
GME,18.5,2024-02-23,13.0,,8.0,
GME,18.5,2024-03-01,298.0,1.0,15.0,1.0
GME,19.0,2024-01-26,1011.0,0.0,679.0,1.0
GME,19.0,2024-02-02,473.0,2.0,412.0,2.0
GME,19.0,2024-02-09,172.0,50.0,2.0,50.0
GME,19.0,2024-02-16,667.0,108.0,273.0,2.0
GME,19.0,2024-02-23,104.0,,5.0,
GME,19.0,2024-03-01,8.0,,0.0,
GME,19.0,2024-03-15,7.0,5.0,7.0,5.0
GME,19.0,2024-04-19,607.0,581.0,7.0,10.0
GME,19.0,2024-06-21,123.0,70.0,4.0,10.0
GME,19.0,2024-07-19,155.0,128.0,2.0,12.0
GME,19.5,2024-01-26,268.0,24.0,15.0,1.0
GME,19.5,2024-02-02,62.0,8.0,3.0,1.0
GME,19.5,2024-02-09,3.0,50.0,2.0,0.0
GME,19.5,2024-02-23,73.0,,10.0,
GME,20.0,2024-01-26,2419.0,13.0,556.0,1.0
GME,20.0,2024-02-02,1184.0,30.0,72.0,30.0
GME,20.0,2024-02-09,422.0,38.0,49.0,10.0
GME,20.0,2024-02-16,5094.0,178.0,1515.0,3.0
GME,20.0,2024-02-23,1126.0,3.0,127.0,0.0
GME,20.0,2024-03-01,46.0,,21.0,
GME,20.0,2024-03-15,2238.0,1.0,294.0,1.0
GME,20.0,2024-04-19,4903.0,815.0,288.0,1.0
GME,20.0,2024-06-21,3344.0,411.0,32.0,1.0
GME,20.0,2024-07-19,2174.0,17.0,14.0,1.0
GME,20.0,2024-10-18,497.0,139.0,5.0,1.0
GME,20.0,2025-01-17,1397.0,713.0,51.0,1.0
GME,20.0,2025-06-20,97.0,2.0,2.0,2.0
GME,20.0,2026-01-16,158.0,22.0,1.0,2.0
GME,20.5,2024-01-26,57.0,,1.0,
GME,20.5,2024-02-02,228.0,3.0,136.0,1.0
GME,20.5,2024-02-09,18.0,,0.0,
GME,20.5,2024-02-23,8.0,,7.0,
GME,20.5,2024-03-01,13.0,,1.0,
GME,21.0,2024-01-26,588.0,2.0,17.0,0.0
GME,21.0,2024-02-02,41.0,18.0,1.0,5.0
GME,21.0,2024-02-09,141.0,,10.0,
GME,21.0,2024-02-16,305.0,194.0,3.0,1.0
GME,21.0,2024-02-23,32.0,,2.0,
GME,21.0,2024-03-01,62.0,,62.0,
GME,21.0,2024-03-15,25.0,,25.0,
GME,21.0,2024-04-19,168.0,146.0,3.0,6.0
GME,21.0,2024-06-21,64.0,,2.0,
GME,21.0,2024-07-19,41.0,54.0,6.0,6.0
GME,21.5,2024-02-02,3.0,,1.0,
GME,21.5,2024-02-09,10.0,,0.0,
GME,21.5,2024-02-23,2.0,,0.0,
GME,22.0,2024-01-26,783.0,,227.0,
GME,22.0,2024-02-02,89.0,,10.0,
GME,22.0,2024-02-09,21.0,,1.0,
GME,22.0,2024-02-16,2456.0,10.0,60.0,4.0
GME,22.0,2024-02-23,66.0,,6.0,
GME,22.0,2024-03-01,7.0,,1.0,
GME,22.0,2024-03-15,178.0,,161.0,
GME,22.0,2024-04-19,758.0,112.0,6.0,2.0
GME,22.0,2024-06-21,1278.0,105.0,6.0,1.0
GME,22.0,2024-07-19,1218.0,11.0,2.0,7.0
GME,22.0,2024-10-18,109.0,226.0,40.0,2.0
GME,22.0,2025-06-20,146.0,26.0,4.0,2.0
GME,22.0,2026-01-16,20.0,22.0,5.0,10.0
GME,22.5,2024-01-26,10.0,,10.0,
GME,22.5,2024-02-02,1.0,,1.0,
GME,22.5,2024-02-09,4.0,1.0,11.0,1.0
GME,22.5,2024-02-23,1.0,,0.0,
GME,23.0,2024-01-26,288.0,5.0,39.0,4.0
GME,23.0,2024-02-02,258.0,4.0,10.0,0.0
GME,23.0,2024-02-09,17.0,4.0,1.0,4.0
GME,23.0,2024-02-16,271.0,7.0,25.0,1.0
GME,23.0,2024-02-23,28.0,,6.0,
GME,23.0,2024-03-01,21.0,,4.0,
GME,23.0,2024-04-19,342.0,34.0,1.0,2.0
GME,23.0,2024-06-21,37.0,2.0,30.0,1.0
GME,23.0,2024-07-19,9.0,,1.0,
GME,23.0,2025-01-17,555.0,317.0,20.0,10.0
GME,24.0,2024-01-26,177.0,1.0,16.0,0.0
GME,24.0,2024-02-02,226.0,,10.0,
GME,24.0,2024-02-09,23.0,,8.0,
GME,24.0,2024-02-16,444.0,3.0,27.0,0.0
GME,24.0,2024-02-23,7.0,,1.0,
GME,24.0,2024-03-01,6.0,,1.0,
GME,24.0,2024-04-19,426.0,11.0,1.0,2.0
GME,24.0,2024-06-21,44.0,2.0,6.0,0.0
GME,24.0,2024-07-19,12.0,,4.0,
GME,25.0,2024-01-26,809.0,2.0,322.0,1.0
GME,25.0,2024-02-02,299.0,,69.0,
GME,25.0,2024-02-09,97.0,,1.0,
GME,25.0,2024-02-16,1980.0,56.0,94.0,50.0
GME,25.0,2024-02-23,14.0,,1.0,
GME,25.0,2024-03-01,2.0,45.0,0.0,20.0
GME,25.0,2024-04-19,3114.0,127.0,54.0,1.0
GME,25.0,2024-06-21,3853.0,144.0,104.0,1.0
GME,25.0,2024-07-19,2640.0,4.0,1.0,3.0
GME,25.0,2024-10-18,165.0,9.0,1.0,1.0
GME,25.0,2025-01-17,1392.0,370.0,39.0,5.0
GME,25.0,2025-06-20,58.0,,4.0,
GME,25.0,2026-01-16,117.0,36.0,3.0,3.0
GME,26.0,2024-01-26,147.0,,3.0,
GME,26.0,2024-02-02,12.0,1.0,2.0,1.0
GME,26.0,2024-02-16,31.0,,1.0,
GME,26.0,2024-04-19,170.0,12.0,1.0,1.0
GME,26.0,2024-06-21,24.0,1.0,1.0,0.0
GME,27.0,2024-01-26,230.0,,3.0,
GME,27.0,2024-02-02,2.0,4.0,0.0,4.0
GME,27.0,2024-02-09,8.0,,1.0,
GME,27.0,2024-02-16,166.0,17.0,1.0,0.0
GME,27.0,2024-03-01,2.0,,0.0,
GME,27.0,2024-04-19,316.0,36.0,2.0,1.0
GME,27.0,2024-06-21,191.0,14.0,5.0,1.0
GME,27.0,2024-07-19,47.0,20.0,1.0,1.0
GME,27.0,2024-10-18,42.0,5.0,7.0,1.0
GME,27.0,2025-01-17,284.0,31.0,11.0,21.0
GME,27.0,2025-06-20,15.0,,4.0,
GME,27.0,2026-01-16,40.0,0.0,13.0,4.0
GME,28.0,2024-01-26,20.0,1.0,1.0,0.0
GME,28.0,2024-02-02,194.0,,1.0,
GME,28.0,2024-02-09,13.0,,0.0,
GME,28.0,2024-02-16,2074.0,,6.0,
GME,28.0,2024-03-01,15.0,,0.0,
GME,28.0,2024-04-19,188.0,,32.0,
GME,28.0,2024-06-21,18.0,,1.0,
