symbol,expiration,optionType,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,lastTradeDate,impliedVolatility,inTheMoney,break_even,futurePrice,return
RIVN,2024-06-21,puts,RIVN240621P00030000,30.0,USD,14.49,0.0,0.0,4.0,477,15.1,15.45,REGULAR,2024-01-24 17:59:10,0.6347692773437501,True,44.49,0.0,-1.0
RIVN,2024-10-18,puts,RIVN241018P00030000,30.0,USD,10.05,0.0,0.0,157.0,158,11.95,12.8,REGULAR,2023-12-15 20:40:37,1.0000000000000003e-05,True,40.05,0.0,-1.0
RIVN,2024-09-20,puts,RIVN240920P00030000,30.0,USD,8.95,0.0,0.0,2.0,3,14.9,16.05,REGULAR,2023-12-26 15:58:50,0.51758294921875,True,38.95,0.0,-1.0
RIVN,2024-01-26,calls,RIVN240126C00030000,30.0,USD,0.04,0.0,0.0,25.0,1256,0.0,0.01,REGULAR,2024-01-19 15:10:53,3.50000125,False,30.04,0.0,-1.0
RIVN,2024-03-15,puts,RIVN240315P00030000,30.0,USD,13.62,0.0,0.0,2.0,10,15.2,15.4,REGULAR,2024-01-17 18:25:08,0.9960937890625,True,43.62,0.0,-1.0
FSR,2024-05-17,puts,FSR240517P00010000,10.0,USD,8.95,0.0,0.0,4.0,13,8.6,9.35,REGULAR,2024-01-12 20:00:12,3.0156274609375,True,18.95,0.0,-1.0
FSR,2024-05-17,calls,FSR240517C00010000,10.0,USD,0.06,0.0,0.0,1.0,167,0.0,0.05,REGULAR,2024-01-23 17:42:04,2.3125042187499996,False,10.06,0.0,-1.0
FSR,2026-01-16,calls,FSR260116C00010000,10.0,USD,0.19,0.0,0.0,13.0,1149,0.17,0.22,REGULAR,2024-01-25 15:16:46,1.46484642578125,False,10.19,0.0,-1.0
RIVN,2024-03-15,calls,RIVN240315C00030000,30.0,USD,0.05,-0.02,-28.571426,91.0,14891,0.05,0.06,REGULAR,2024-01-25 15:43:56,0.937500625,False,30.05,0.0,-1.0
RIVN,2024-01-26,puts,RIVN240126P00029000,29.0,USD,13.15,0.0,0.0,3.0,0,14.0,14.4,REGULAR,2024-01-22 14:39:19,4.828128964843749,True,42.15,1.0,-0.92
FSR,2024-02-16,puts,FSR240216P00009000,9.0,USD,7.45,0.0,0.0,1.0,1,7.95,8.8,REGULAR,2023-12-14 15:26:31,6.9687512890625,True,16.45,1.0,-0.87
FSR,2024-04-19,puts,FSR240419P00009000,9.0,USD,5.86,0.0,0.0,1.0,245,0.0,0.0,REGULAR,2023-11-15 14:40:12,1.0000000000000003e-05,True,14.86,1.0,-0.83
RIVN,2024-01-26,puts,RIVN240126P00028000,28.0,USD,11.8,0.0,0.0,5.0,0,13.3,13.4,REGULAR,2024-01-18 14:42:24,3.968750078125,True,39.8,2.0,-0.83
RIVN,2026-01-16,puts,RIVN260116P00027500,27.5,USD,14.05,0.0,0.0,2.0,233,14.35,14.85,REGULAR,2024-01-19 17:42:59,0.5539595385742189,True,41.55,2.5,-0.82
RIVN,2025-01-17,puts,RIVN250117P00027500,27.5,USD,11.93,0.0,0.0,5.0,468,12.9,13.6,REGULAR,2024-01-17 20:11:54,0.579105771484375,True,39.43,2.5,-0.79
RIVN,2024-06-21,puts,RIVN240621P00027500,27.5,USD,12.15,0.0,0.0,3.0,995,12.7,13.0,REGULAR,2024-01-19 19:51:40,0.614261669921875,True,39.65,2.5,-0.79
RIVN,2024-03-15,puts,RIVN240315P00027500,27.5,USD,11.8,0.0,0.0,1.0,852,12.8,12.95,REGULAR,2024-01-18 20:20:08,0.8437515624999999,True,39.3,2.5,-0.79
RIVN,2025-12-19,puts,RIVN251219P00027500,27.5,USD,11.75,0.0,0.0,1.0,189,13.4,14.4,REGULAR,2024-01-05 16:18:54,0.5376022802734376,True,39.25,2.5,-0.79
RIVN,2024-02-16,puts,RIVN240216P00027500,27.5,USD,10.95,0.0,0.0,280.0,1,12.8,12.9,REGULAR,2024-01-17 19:13:13,1.1484417578125,True,38.45,2.5,-0.77
RIVN,2024-10-18,puts,RIVN241018P00027500,27.5,USD,10.75,0.0,0.0,1.0,112,13.2,13.3,REGULAR,2024-01-16 16:46:45,0.5634809277343751,True,38.25,2.5,-0.77
FSR,2024-05-17,puts,FSR240517P00009000,9.0,USD,4.0,0.0,0.0,2.0,2,4.65,5.1,REGULAR,2023-09-28 17:07:39,1.0000000000000003e-05,True,13.0,1.0,-0.75
RIVN,2024-09-20,puts,RIVN240920P00027500,27.5,USD,9.7,0.0,0.0,10.0,31,12.7,13.25,REGULAR,2024-01-08 15:54:15,0.594730615234375,True,37.2,2.5,-0.74
RIVN,2024-01-26,puts,RIVN240126P00027000,27.0,USD,10.6,0.0,0.0,9.0,0,12.35,12.4,REGULAR,2024-01-23 14:48:51,4.1562548046875,True,37.6,3.0,-0.72
FSR,2024-04-19,puts,FSR240419P00008000,8.0,USD,6.98,0.0,0.0,43.0,115,7.2,7.3,REGULAR,2024-01-16 16:58:12,2.7812530468750003,True,14.98,2.0,-0.71
FSR,2024-02-16,puts,FSR240216P00008000,8.0,USD,6.39,0.0,0.0,15.0,407,7.2,7.5,REGULAR,2024-01-02 17:21:28,6.37500203125,True,14.39,2.0,-0.69
FSR,2024-05-17,puts,FSR240517P00008000,8.0,USD,6.41,0.0,0.0,15.0,61,7.25,7.7,REGULAR,2024-01-02 17:21:28,3.6875007812500002,True,14.41,2.0,-0.69
RIVN,2024-02-09,puts,RIVN240209P00027500,27.5,USD,7.65,0.0,0.0,0.0,0,12.65,12.9,REGULAR,2024-01-04 19:28:46,1.6015644921874999,True,35.15,2.5,-0.67
RIVN,2024-02-02,puts,RIVN240202P00027000,27.0,USD,7.32,0.0,0.0,1.0,0,12.35,12.4,REGULAR,2024-01-05 15:12:11,1.96875015625,True,34.32,3.0,-0.59
RIVN,2025-12-19,puts,RIVN251219P00025000,25.0,USD,11.8,0.0,0.0,1.0,1772,12.2,12.35,REGULAR,2024-01-24 18:18:12,0.5459029785156251,True,36.8,5.0,-0.58
RIVN,2024-01-26,puts,RIVN240126P00026000,26.0,USD,9.5,0.0,0.0,3.0,0,11.2,11.4,REGULAR,2024-01-23 14:35:32,4.2187547265625,True,35.5,4.0,-0.58
RIVN,2026-01-16,puts,RIVN260116P00025000,25.0,USD,11.6,0.0,0.0,24.0,231,11.8,12.45,REGULAR,2024-01-23 18:42:40,0.5161181201171875,True,36.6,5.0,-0.57
RIVN,2024-03-01,puts,RIVN240301P00026000,26.0,USD,8.9,0.0,0.0,0.0,1,11.25,11.45,REGULAR,2024-01-17 14:30:13,0.8437515624999999,True,34.9,4.0,-0.55
RIVN,2024-06-21,puts,RIVN240621P00025000,25.0,USD,10.6,0.6100006,6.1061125,4.0,2501,10.55,10.7,REGULAR,2024-01-25 15:37:35,0.6181678808593751,True,35.6,5.0,-0.53
RIVN,2025-01-17,puts,RIVN250117P00025000,25.0,USD,10.7,0.0,0.0,2.0,1830,11.25,11.35,REGULAR,2024-01-24 18:09:11,0.5698285205078125,True,35.7,5.0,-0.53
RIVN,2024-03-15,puts,RIVN240315P00025000,25.0,USD,10.35,0.9300003,9.872615,1.0,2139,10.3,10.45,REGULAR,2024-01-25 14:49:30,0.7421900781249999,True,35.35,5.0,-0.52
FSR,2025-01-17,puts,FSR250117P00007000,7.0,USD,6.2,0.0,0.0,15.0,6268,6.25,6.7,REGULAR,2024-01-19 16:58:40,2.02344244140625,True,13.2,3.0,-0.52
FSR,2024-04-19,puts,FSR240419P00007000,7.0,USD,6.1,0.0,0.0,3.0,1374,6.25,6.3,REGULAR,2024-01-18 15:16:59,2.3125042187499996,True,13.1,3.0,-0.51
FSR,2024-02-16,puts,FSR240216P00007000,7.0,USD,5.96,0.0,0.0,16.0,111,6.2,6.35,REGULAR,2024-01-11 17:49:42,4.437504453124999,True,12.96,3.0,-0.5
RIVN,2024-01-26,puts,RIVN240126P00025000,25.0,USD,9.55,0.0,0.0,30.0,1,10.15,10.35,REGULAR,2024-01-19 18:36:35,3.406251484375,True,34.55,5.0,-0.48
FSR,2026-09-18,puts,FSR260918P00007000,7.0,USD,5.7,0.0,0.0,5.0,188,5.5,6.65,REGULAR,2024-01-22 17:09:48,1.609376953125,True,12.7,3.0,-0.47
FSR,2026-01-16,puts,FSR260116P00007000,7.0,USD,5.7,0.0,0.0,4.0,211,6.25,6.45,REGULAR,2024-01-22 17:09:48,1.1015669921875002,True,12.7,3.0,-0.47
RIVN,2024-02-16,puts,RIVN240216P00025000,25.0,USD,9.45,0.0,0.0,2.0,12,10.3,10.4,REGULAR,2024-01-24 17:58:43,1.000005,True,34.45,5.0,-0.47
RIVN,2024-09-20,puts,RIVN240920P00025000,25.0,USD,9.05,0.0,0.0,4.0,1352,10.75,10.95,REGULAR,2024-01-17 15:50:11,0.5678754150390625,True,34.05,5.0,-0.45
FSR,2024-05-17,puts,FSR240517P00007000,7.0,USD,5.35,0.0,0.0,21.0,81,5.5,5.65,REGULAR,2023-11-28 18:14:56,1.0000000000000003e-05,True,12.35,3.0,-0.44
RIVN,2024-01-26,puts,RIVN240126P00024500,24.5,USD,8.85,0.0,0.0,1.0,0,9.75,9.9,REGULAR,2024-01-24 15:26:50,2.6250034375,True,33.35,5.5,-0.38
RIVN,2024-02-09,puts,RIVN240209P00026000,26.0,USD,6.33,0.0,0.0,0.0,0,11.1,11.45,REGULAR,2024-01-03 15:17:20,1.6328143359374998,True,32.33,4.0,-0.37
RIVN,2024-02-23,puts,RIVN240223P00025000,25.0,USD,7.28,0.0,0.0,40.0,56,10.3,10.5,REGULAR,2024-01-16 19:25:55,1.0312548437500002,True,32.28,5.0,-0.31
RIVN,2024-10-18,puts,RIVN241018P00025000,25.0,USD,7.1,0.0,0.0,45.0,51,10.9,11.05,REGULAR,2024-01-02 16:21:44,0.5742230078125,True,32.1,5.0,-0.3
RIVN,2026-01-16,puts,RIVN260116P00022500,22.5,USD,9.95,0.0,0.0,100.0,2444,10.35,10.55,REGULAR,2024-01-24 19:51:38,0.5705609350585938,True,32.45,7.5,-0.25
FSR,2024-05-17,puts,FSR240517P00006000,6.0,USD,5.23,0.0,0.0,10.0,97,4.55,5.7,REGULAR,2024-01-19 16:57:32,4.906253867187499,True,11.23,4.0,-0.24
RIVN,2025-12-19,puts,RIVN251219P00022500,22.5,USD,9.75,0.0,0.0,289.0,901,10.25,10.4,REGULAR,2024-01-18 20:15:31,0.5661664477539063,True,32.25,7.5,-0.23
RIVN,2026-01-16,calls,RIVN260116C00027500,27.5,USD,3.23,-0.28999996,-8.238635,7.0,851,2.84,3.25,REGULAR,2024-01-25 15:33:08,0.7126493579101563,False,30.73,2.5,-0.23
FSR,2024-08-16,puts,FSR240816P00006000,6.0,USD,5.1,0.0,0.0,9.0,72,5.2,5.5,REGULAR,2024-01-23 15:55:28,1.984375078125,True,11.1,4.0,-0.22
FSR,2024-02-16,puts,FSR240216P00006000,6.0,USD,5.1,0.0,0.0,3.0,113,5.1,5.3,REGULAR,2024-01-17 15:18:27,4.937503828124999,True,11.1,4.0,-0.22
RIVN,2024-02-23,puts,RIVN240223P00023500,23.5,USD,8.2,0.0,0.0,10.0,57,8.8,9.0,REGULAR,2024-01-24 20:41:41,0.937500625,True,31.7,6.5,-0.21
RIVN,2024-03-01,puts,RIVN240301P00024000,24.0,USD,7.64,0.0,0.0,0.0,5,9.35,9.45,REGULAR,2024-01-17 18:51:33,0.87500125,True,31.64,6.0,-0.21
RIVN,2024-02-02,puts,RIVN240202P00024000,24.0,USD,7.61,0.0,0.0,5.0,0,9.3,9.4,REGULAR,2024-01-17 18:51:33,1.5000025,True,31.61,6.0,-0.21
FSR,2024-04-19,puts,FSR240419P00006000,6.0,USD,5.05,0.0,0.0,1.0,4679,5.25,5.3,REGULAR,2024-01-16 17:56:13,2.1875045312499997,True,11.05,4.0,-0.21
RIVN,2024-02-02,puts,RIVN240202P00025000,25.0,USD,6.1,0.0,0.0,1.0,0,10.25,10.4,REGULAR,2024-01-11 18:46:02,1.2812535937499998,True,31.1,5.0,-0.18
RIVN,2025-12-19,calls,RIVN251219C00027500,27.5,USD,3.0,-0.3699999,-10.979225,35.0,664,2.91,3.05,REGULAR,2024-01-25 15:35:31,0.7187528125,False,30.5,2.5,-0.17
RIVN,2024-01-26,puts,RIVN240126P00024000,24.0,USD,7.17,0.0,0.0,1.0,1,9.3,9.4,REGULAR,2024-01-17 16:56:07,3.1875020312499998,True,31.17,6.0,-0.16
RIVN,2024-02-09,puts,RIVN240209P00023000,23.0,USD,8.34,0.9100003,12.247649,4.0,6,8.3,8.4,REGULAR,2024-01-25 14:43:00,1.0468797656250002,True,31.34,7.0,-0.16
RIVN,2025-01-17,puts,RIVN250117P00022500,22.5,USD,8.9,0.40999985,4.8292093,4.0,4715,9.2,9.25,REGULAR,2024-01-25 14:30:01,0.5893595751953126,True,31.4,7.5,-0.16
RIVN,2024-02-09,puts,RIVN240209P00025000,25.0,USD,5.85,0.0,0.0,1.0,0,10.3,10.6,REGULAR,2024-01-10 19:02:28,1.5507834960937497,True,30.85,5.0,-0.15
RIVN,2024-09-20,puts,RIVN240920P00022500,22.5,USD,8.68,0.6700001,8.364545,1.0,644,8.7,8.8,REGULAR,2024-01-24 17:49:24,0.6059609716796877,True,31.18,7.5,-0.14
RIVN,2024-02-02,puts,RIVN240202P00023000,23.0,USD,7.9,0.8000002,11.267608,5.0,0,8.3,8.4,REGULAR,2024-01-25 14:33:45,1.3906280468749999,True,30.9,7.0,-0.11
RIVN,2024-03-01,puts,RIVN240301P00023000,23.0,USD,7.78,0.0,0.0,4.0,4,8.1,8.6,REGULAR,2024-01-19 16:51:24,0.6875031250000001,True,30.78,7.0,-0.1
RIVN,2024-06-21,puts,RIVN240621P00022500,22.5,USD,8.29,1.0900002,15.138891,6.0,3059,8.3,8.45,REGULAR,2024-01-25 14:42:31,0.637698935546875,True,30.79,7.5,-0.1
RIVN,2024-03-01,puts,RIVN240301P00023500,23.5,USD,7.18,0.0,0.0,0.0,5,8.8,9.0,REGULAR,2024-01-17 18:51:33,0.8437515624999999,True,30.68,6.5,-0.09
RIVN,2024-02-02,puts,RIVN240202P00023500,23.5,USD,7.1,0.0,0.0,7.0,17,8.75,8.9,REGULAR,2024-01-17 18:51:33,1.15625421875,True,30.6,6.5,-0.08
RIVN,2024-02-02,puts,RIVN240202P00026500,26.5,USD,3.82,0.0,0.0,0.0,0,10.75,11.3,REGULAR,2023-12-21 17:14:07,1.0000000000000003e-05,True,30.32,3.5,-0.08
RIVN,2024-01-26,puts,RIVN240126P00023500,23.5,USD,7.0,0.0,0.0,1.0,0,8.75,8.9,REGULAR,2024-01-23 14:35:32,2.50000375,True,30.5,6.5,-0.07
RIVN,2024-01-26,puts,RIVN240126P00023000,23.0,USD,7.45,0.0,0.0,1.0,4,8.3,8.35,REGULAR,2024-01-24 18:01:59,2.3750040624999995,True,30.45,7.0,-0.06
RIVN,2024-03-01,puts,RIVN240301P00022500,22.5,USD,7.89,1.6399999,26.239998,1.0,14,7.85,8.05,REGULAR,2024-01-25 14:44:53,0.867188828125,True,30.39,7.5,-0.05
RIVN,2024-03-15,puts,RIVN240315P00022500,22.5,USD,7.89,0.52999973,7.201083,1.0,9615,7.9,8.05,REGULAR,2024-01-25 14:44:09,0.7675804492187501,True,30.39,7.5,-0.05
RIVN,2024-02-23,puts,RIVN240223P00022500,22.5,USD,7.86,1.0100002,14.744529,1.0,29,7.8,7.95,REGULAR,2024-01-24 16:55:50,0.8125018749999999,True,30.36,7.5,-0.05
FSR,2026-01-16,puts,FSR260116P00005500,5.5,USD,4.7,0.0,0.0,2.0,33,4.85,5.0,REGULAR,2024-01-12 16:50:24,1.2343788281249999,True,10.2,4.5,-0.04
RIVN,2024-02-16,puts,RIVN240216P00022500,22.5,USD,7.84,0.6800003,9.497211,1.0,3318,7.8,7.9,REGULAR,2024-01-24 20:53:45,0.8359391406249999,True,30.34,7.5,-0.04
RIVN,2024-10-18,puts,RIVN241018P00022500,22.5,USD,7.65,0.0,0.0,1.0,287,8.8,8.95,REGULAR,2024-01-22 15:30:08,0.6030313134765627,True,30.15,7.5,-0.02
FSR,2026-09-18,puts,FSR260918P00005500,5.5,USD,4.48,0.0,0.0,10.0,20,2.36,4.85,REGULAR,2023-12-15 16:41:20,0.8945323046874999,True,9.98,4.5,0.0
FSR,2025-01-17,puts,FSR250117P00005500,5.5,USD,4.47,0.0,0.0,4.0,35,4.7,4.9,REGULAR,2024-01-09 17:53:43,1.2265663671875,True,9.969999999999999,4.5,0.01
RIVN,2024-02-02,puts,RIVN240202P00022500,22.5,USD,7.4,0.4500003,6.474825,5.0,72,7.85,7.9,REGULAR,2024-01-25 14:33:45,1.484377578125,True,29.9,7.5,0.01
FSR,2024-02-16,puts,FSR240216P00005500,5.5,USD,4.41,0.0,0.0,4.0,2,4.75,4.85,REGULAR,2024-01-10 18:06:40,4.812503984374999,True,9.91,4.5,0.02
RIVN,2024-02-23,puts,RIVN240223P00023000,23.0,USD,6.55,0.0,0.0,1.0,4,8.3,8.45,REGULAR,2024-01-17 20:07:20,0.8437515624999999,True,29.55,7.0,0.07
FSR,2024-05-17,puts,FSR240517P00005500,5.5,USD,4.13,0.0,0.0,4.0,82,4.55,4.85,REGULAR,2023-12-26 19:06:58,2.593753515625,True,9.629999999999999,4.5,0.09
FSR,2025-01-17,puts,FSR250117P00005000,5.0,USD,4.3,0.0,0.0,2.0,13323,4.3,5.9,REGULAR,2024-01-23 17:18:33,0.0,True,9.3,5.0,0.16
RIVN,2024-02-02,puts,RIVN240202P00022000,22.0,USD,6.9,0.5700002,9.004742,23.0,10,7.25,7.4,REGULAR,2024-01-25 14:33:45,1.000005,True,28.9,8.0,0.16
RIVN,2024-02-02,puts,RIVN240202P00024500,24.5,USD,4.71,0.0,0.0,1.0,0,9.8,9.95,REGULAR,2024-01-04 16:05:08,1.7109389453125,True,29.21,5.5,0.17
FSR,2024-02-16,puts,FSR240216P00005000,5.0,USD,4.26,0.0,0.0,1.0,413,4.2,4.6,REGULAR,2024-01-19 17:23:37,6.4062519921875,True,9.26,5.0,0.17
RIVN,2026-01-16,puts,RIVN260116P00020000,20.0,USD,8.5,0.35000038,4.294483,1.0,7044,8.45,8.6,REGULAR,2024-01-24 18:14:22,0.5810588769531251,True,28.5,10.0,0.18
FSR,2026-09-18,puts,FSR260918P00005000,5.0,USD,4.25,0.0,0.0,600.0,2188,2.56,5.45,REGULAR,2024-01-11 14:52:20,0.0,True,9.25,5.0,0.18
RIVN,2024-02-09,puts,RIVN240209P00022500,22.5,USD,6.11,0.0,0.0,1.0,12,7.85,7.9,REGULAR,2024-01-23 14:54:37,1.109379453125,True,28.61,7.5,0.23
RIVN,2024-01-26,puts,RIVN240126P00022500,22.5,USD,6.1,0.0,0.0,4.0,90,7.8,7.85,REGULAR,2024-01-24 14:30:12,2.2500043749999996,True,28.6,7.5,0.23
RIVN,2024-02-23,puts,RIVN240223P00022000,22.0,USD,6.43,0.0,0.0,2.0,43,7.35,7.45,REGULAR,2024-01-19 14:53:40,0.8359391406249999,True,28.43,8.0,0.24
FSR,2024-05-17,puts,FSR240517P00005000,5.0,USD,4.02,0.0,0.0,1.0,1037,4.25,4.35,REGULAR,2024-01-11 17:02:25,2.0937547656249995,True,9.02,5.0,0.24
RIVN,2024-01-26,puts,RIVN240126P00022000,22.0,USD,6.35,0.0,0.0,3.0,0,7.3,7.35,REGULAR,2024-01-24 15:34:25,2.1250046874999997,True,28.35,8.0,0.26
RIVN,2024-02-09,puts,RIVN240209P00024000,24.0,USD,4.76,0.0,0.0,1.0,0,9.3,9.4,REGULAR,2024-01-09 14:31:10,1.125004375,True,28.759999999999998,6.0,0.26
RIVN,2025-12-19,puts,RIVN251219P00020000,20.0,USD,7.95,0.0,0.0,279.0,2334,8.4,8.5,REGULAR,2024-01-18 20:15:30,0.5835002587890624,True,27.95,10.0,0.26
RIVN,2024-03-01,puts,RIVN240301P00021500,21.5,USD,6.72,0.3699999,5.82677,2.0,11,6.95,7.05,REGULAR,2024-01-25 15:16:39,0.85937640625,True,28.22,8.5,0.26
RIVN,2024-02-09,puts,RIVN240209P00022000,22.0,USD,6.37,0.0,0.0,10.0,111,7.3,7.4,REGULAR,2024-01-24 15:49:34,0.9609378906249999,True,28.37,8.0,0.26
RIVN,2024-02-02,puts,RIVN240202P00021500,21.5,USD,6.62,0.8299999,14.335058,2.0,149,6.8,6.9,REGULAR,2024-01-25 15:16:39,1.21875390625,True,28.12,8.5,0.28
RIVN,2024-02-16,puts,RIVN240216P00022000,22.0,USD,6.17,0.0,0.0,0.0,5,7.35,7.45,REGULAR,2024-01-22 14:35:39,0.9531254687499999,True,28.17,8.0,0.3
RIVN,2024-03-01,puts,RIVN240301P00022000,22.0,USD,6.1,0.0,0.0,1.0,55,7.35,7.5,REGULAR,2024-01-22 20:34:37,0.7929708203125,True,28.1,8.0,0.31
RIVN,2024-10-18,calls,RIVN241018C00005000,5.0,USD,18.8,0.0,0.0,1.0,3,10.35,10.85,REGULAR,2023-12-22 16:49:43,1.39453427734375,True,23.8,25.0,0.33
RIVN,2025-01-17,puts,RIVN250117P00020000,20.0,USD,7.3,0.42000008,6.1046524,20.0,21230,7.3,7.35,REGULAR,2024-01-25 15:33:29,0.6167030517578126,True,27.3,10.0,0.37
RIVN,2026-01-16,calls,RIVN260116C00025000,25.0,USD,3.6,-0.34000015,-8.629445,64.0,1476,3.5,3.6,REGULAR,2024-01-25 15:39:00,0.7314479980468749,False,28.6,5.0,0.39
FSR,2024-04-19,puts,FSR240419P00005000,5.0,USD,3.59,0.0,0.0,1.0,8470,4.25,4.35,REGULAR,2024-01-03 16:01:10,2.4218789453125,True,8.59,5.0,0.39
FSR,2024-03-15,puts,FSR240315P00005000,5.0,USD,3.56,0.0,0.0,2.0,19,4.25,4.3,REGULAR,2024-01-04 14:58:24,2.68750328125,True,8.56,5.0,0.4
RIVN,2024-02-09,puts,RIVN240209P00021000,21.0,USD,6.35,0.9000001,16.513763,1.0,146,6.3,6.4,REGULAR,2024-01-25 14:54:17,0.87500125,True,27.35,9.0,0.42
RIVN,2024-03-15,calls,RIVN240315C00002500,2.5,USD,19.35,0.0,0.0,1.0,115,12.1,12.25,REGULAR,2024-01-02 14:47:21,2.5781285546875,True,21.85,27.5,0.42
RIVN,2025-12-19,calls,RIVN251219C00025000,25.0,USD,3.5,-0.25,-6.666667,2.0,3099,3.35,3.45,REGULAR,2024-01-24 20:50:42,0.727541787109375,False,28.5,5.0,0.43
RIVN,2024-01-26,puts,RIVN240126P00021500,21.5,USD,5.85,0.0,0.0,2.0,148,6.8,6.85,REGULAR,2024-01-24 15:47:00,2.000005,True,27.35,8.5,0.45
RIVN,2024-10-18,calls,RIVN241018C00002500,2.5,USD,18.8,0.0,0.0,1.0,61,12.15,12.35,REGULAR,2024-01-02 18:27:47,1.125004375,True,21.3,27.5,0.46
FSR,2026-09-18,puts,FSR260918P00004500,4.5,USD,3.75,0.0,0.0,2.0,53,3.9,5.7,REGULAR,2024-01-24 19:31:41,0.0,True,8.25,5.5,0.47
FSR,2026-01-16,puts,FSR260116P00005000,5.0,USD,3.4,0.0,0.0,1.0,652,4.35,4.5,REGULAR,2024-01-22 14:55:04,1.2070352148437498,True,8.4,5.0,0.47
RIVN,2024-09-20,puts,RIVN240920P00020000,20.0,USD,6.68,0.5799999,9.508196,1.0,2215,6.7,6.8,REGULAR,2024-01-25 14:54:17,0.6284216845703126,True,26.68,10.0,0.5
FSR,2024-04-19,puts,FSR240419P00005500,5.5,USD,3.0,0.0,0.0,0.0,21,3.9,4.3,REGULAR,2023-11-16 18:57:11,1.0000000000000003e-05,True,8.5,4.5,0.5
RIVN,2024-02-23,puts,RIVN240223P00021500,21.5,USD,5.59,0.0,0.0,1.0,4,6.85,6.95,REGULAR,2024-01-23 18:55:49,0.79687703125,True,27.09,8.5,0.52
FSR,2025-01-17,puts,FSR250117P00004500,4.5,USD,3.51,0.0,0.0,2.0,28,3.8,5.65,REGULAR,2024-01-09 15:41:06,0.0,True,8.01,5.5,0.57
FSR,2024-05-17,puts,FSR240517P00004500,4.5,USD,3.43,0.0,0.0,4.0,148,3.75,3.85,REGULAR,2024-01-10 17:38:02,2.031254921875,True,7.93,5.5,0.6
RIVN,2024-06-21,puts,RIVN240621P00020000,20.0,USD,6.25,0.8000002,14.678903,10.0,3971,6.2,6.3,REGULAR,2024-01-25 15:37:35,0.6499058447265625,True,26.25,10.0,0.6
RIVN,2025-01-17,calls,RIVN250117C00027500,27.5,USD,1.55,-0.120000005,-7.185629,111.0,3071,1.44,1.49,REGULAR,2024-01-25 15:21:10,0.7248562670898437,False,29.05,2.5,0.61
RIVN,2024-01-26,puts,RIVN240126P00021000,21.0,USD,5.6,0.0,0.0,22.0,161,6.3,6.35,REGULAR,2024-01-24 19:55:21,1.9375003125,True,26.6,9.0,0.61
RIVN,2024-03-01,puts,RIVN240301P00021000,21.0,USD,5.54,0.0,0.0,10.0,52,6.4,6.55,REGULAR,2024-01-24 15:49:34,0.7929708203125,True,26.54,9.0,0.62
RIVN,2024-02-09,puts,RIVN240209P00023500,23.5,USD,3.99,0.0,0.0,6.0,0,8.8,8.95,REGULAR,2024-01-03 15:59:58,1.203128984375,True,27.490000000000002,6.5,0.63
RIVN,2024-02-02,puts,RIVN240202P00021000,21.0,USD,5.43,0.0,0.0,5.0,236,6.3,6.4,REGULAR,2024-01-24 15:01:42,1.15625421875,True,26.43,9.0,0.66
RIVN,2024-10-18,puts,RIVN241018P00020000,20.0,USD,6.03,0.0,0.0,1.0,155,6.8,6.9,REGULAR,2024-01-23 17:49:59,0.6157264990234376,True,26.03,10.0,0.66
RIVN,2025-12-19,calls,RIVN251219C00002500,2.5,USD,16.0,0.0,0.0,3.0,272,11.85,12.8,REGULAR,2024-01-18 16:34:13,0.8085956640624999,True,18.5,27.5,0.72
FSR,2024-04-19,puts,FSR240419P00004500,4.5,USD,3.15,0.0,0.0,10.0,33,3.75,3.85,REGULAR,2023-12-27 18:36:42,2.3437541406249993,True,7.65,5.5,0.75
RIVN,2024-02-23,puts,RIVN240223P00021000,21.0,USD,5.15,0.0,0.0,11.0,42,6.4,6.5,REGULAR,2024-01-22 20:33:03,0.8437515624999999,True,26.15,9.0,0.75
FSR,2026-01-16,puts,FSR260116P00004000,4.0,USD,3.4,0.0,0.0,200.0,212,1.29,3.55,REGULAR,2024-01-19 19:01:59,1.4375028125,True,7.4,6.0,0.76
RIVN,2024-02-23,puts,RIVN240223P00020500,20.5,USD,5.3,0.0,0.0,15.0,135,5.9,6.0,REGULAR,2024-01-24 20:52:03,0.8027363476562499,True,25.8,9.5,0.79
FSR,2024-03-15,puts,FSR240315P00004500,4.5,USD,3.05,0.0,0.0,1.0,11,3.45,3.55,REGULAR,2023-12-11 20:09:36,1.0000000000000003e-05,True,7.55,5.5,0.8
FSR,2025-01-17,puts,FSR250117P00004000,4.0,USD,3.31,0.0,0.0,1.0,96,3.3,3.55,REGULAR,2024-01-19 18:57:52,1.609376953125,True,7.3100000000000005,6.0,0.81
RIVN,2024-03-15,puts,RIVN240315P00020000,20.0,USD,5.5,0.4499998,8.910887,125.0,9409,5.6,5.65,REGULAR,2024-01-25 15:21:20,0.73437765625,True,25.5,10.0,0.82
RIVN,2024-01-26,puts,RIVN240126P00020500,20.5,USD,5.15,0.0,0.0,35.0,522,5.8,5.85,REGULAR,2024-01-24 20:52:03,1.8125009374999999,True,25.65,9.5,0.84
RIVN,2024-03-01,puts,RIVN240301P00020500,20.5,USD,5.15,0.0,0.0,20.0,21,6.0,6.35,REGULAR,2024-01-19 20:26:08,0.9511723632812499,True,25.65,9.5,0.84
