Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-01-02,40.4890022277832,54.91044998168945,16.846654891967773,47.67735290527344,36.68901443481445,38.09375762939453,35.28946304321289,59.22593688964844,64.48062133789062
2015-01-05,39.4570198059082,52.63890838623047,16.492416381835938,46.56367492675781,36.12894058227539,37.82587814331055,34.858009338378906,58.92390060424805,63.247337341308594
2015-01-06,39.10746765136719,51.865631103515625,16.240371704101562,45.98995590209961,35.69332504272461,37.778602600097656,34.88032150268555,58.72542190551758,62.6171989440918
2015-01-07,39.5485725402832,51.97608947753906,16.410676956176758,46.33588409423828,35.995601654052734,38.42466735839844,35.22249984741211,60.10617446899414,63.6074104309082
2015-01-08,40.4890022277832,53.14291763305664,16.65591812133789,47.26394271850586,36.786808013916016,39.007694244384766,35.467994689941406,61.13311004638672,64.56161499023438
2015-01-09,40.28094482421875,52.72175598144531,16.43111228942871,46.757720947265625,36.67123794555664,38.69253921508789,35.24483108520508,60.589447021484375,63.81447219848633
2015-01-12,40.18939971923828,51.20280456542969,16.294864654541016,46.43712615966797,36.24449920654297,38.5743522644043,35.16300582885742,60.61532211303711,63.47237777709961
2015-01-13,39.739986419677734,50.79545211791992,16.240371704101562,46.344329833984375,36.217838287353516,38.56648635864258,35.259700775146484,60.34779739379883,63.47237777709961
2015-01-14,39.27392578125,50.95424270629883,16.00875473022461,46.09120178222656,36.013362884521484,38.448299407958984,35.5646858215332,60.25287628173828,62.70722961425781
2015-01-15,39.19902801513672,50.305233001708984,15.811197280883789,45.87184524536133,35.551090240478516,38.51133728027344,35.84736633300781,59.605648040771484,61.897071838378906
2015-01-16,39.82322311401367,51.94157409667969,16.001941680908203,46.17558288574219,35.89781188964844,38.818607330322266,36.16722869873047,60.727516174316406,62.716251373291016
2015-01-20,39.88978958129883,52.00370407104492,15.933818817138672,46.50461959838867,36.20005798339844,38.97617721557617,36.25649642944336,60.727516174316406,62.35615921020508
2015-01-21,40.28094482421875,53.06008529663086,15.974688529968262,46.88428497314453,36.26228713989258,39.1652717590332,36.60612106323242,60.848323822021484,62.76126480102539
2015-01-22,40.788631439208984,53.308631896972656,16.36979866027832,47.63515853881836,36.857913970947266,39.559200286865234,36.44990539550781,61.573219299316406,63.94049072265625
2015-01-23,40.1561164855957,52.92888259887695,16.192686080932617,47.23863983154297,36.84903335571289,39.11798095703125,36.554054260253906,61.21940231323242,63.850467681884766
2015-01-26,40.33089828491211,53.68836975097656,16.274431228637695,47.29769515991211,36.697906494140625,39.11798095703125,36.53171920776367,61.53873062133789,64.18354034423828
2015-01-27,40.056251525878906,53.65383529663086,16.09731101989746,46.6733512878418,35.639984130859375,38.668907165527344,36.583805084228516,61.09859085083008,63.67043685913086
2015-01-28,39.33218002319336,51.541114807128906,15.804383277893066,46.26837921142578,35.5777702331543,38.21981430053711,36.27137756347656,60.21833419799805,62.84225845336914
2015-01-29,39.848182678222656,51.7137336730957,15.933818817138672,46.79991149902344,35.91558074951172,38.5270881652832,36.75489044189453,60.727516174316406,63.69743347167969
2015-01-30,39.6900634765625,52.16250991821289,15.674949645996094,46.040584564208984,35.471092224121094,37.83374786376953,35.94407653808594,59.778236389160156,63.00428009033203
2015-02-02,40.047916412353516,53.75741958618164,15.927002906799316,46.723995208740234,35.835575103759766,38.28285598754883,36.10027313232422,60.11479187011719,63.571407318115234
2015-02-03,40.930110931396484,55.22804260253906,16.192686080932617,47.48330307006836,36.24449920654297,38.62162780761719,36.23417282104492,60.5203857421875,64.92168426513672
2015-02-04,40.663795471191406,54.31666564941406,16.15180206298828,47.120506286621094,36.31562805175781,38.637386322021484,35.79529571533203,59.760990142822266,65.3537826538086
2015-02-05,41.64585494995117,55.09688949584961,16.31529998779297,47.5255012512207,36.653446197509766,38.83435821533203,36.12260818481445,60.7706298828125,65.75890350341797
2015-02-06,41.54597473144531,55.11066436767578,16.444734573364258,47.415809631347656,36.537879943847656,38.661033630371094,34.634857177734375,60.21833419799805,65.65985107421875
2015-02-09,41.49604415893555,55.1659049987793,16.362991333007812,47.28925323486328,36.48455047607422,38.3695182800293,34.329872131347656,59.51072692871094,65.40782165527344
2015-02-10,41.80398178100586,55.13829040527344,16.492416381835938,47.550804138183594,37.026832580566406,38.818607330322266,35.03654098510742,60.511749267578125,66.20897674560547
2015-02-11,41.73741149902344,54.751644134521484,16.492416381835938,47.56768798828125,37.16907501220703,38.99980926513672,34.27779006958008,60.57217025756836,66.22696685791016
2015-02-12,42.453125,55.469688415527344,16.65591812133789,48.01484298706055,37.67579650878906,39.1810302734375,34.12157440185547,60.78791046142578,67.01014709472656
2015-02-13,42.81098556518555,56.643455505371094,16.642292022705078,48.234188079833984,37.915836334228516,38.99980926513672,33.600860595703125,61.02954864501953,67.41521453857422
2015-02-17,42.860931396484375,56.8160514831543,16.696786880493164,48.301700592041016,37.93360137939453,39.007694244384766,33.57111740112305,61.469642639160156,67.26217651367188
2015-02-18,42.97745132446289,56.13941955566406,16.594602584838867,48.57168197631836,37.969173431396484,39.220428466796875,34.367061614990234,61.53873062133789,67.22615051269531
2015-02-19,43.093971252441406,55.877052307128906,16.52648162841797,48.656036376953125,38.1025276184082,38.96829605102539,33.98023986816406,61.64225387573242,67.43321990966797
2015-02-20,43.218807220458984,55.6077995300293,16.64910316467285,49.0694580078125,38.29811096191406,39.07859420776367,33.9876823425293,62.28949737548828,67.91032409667969
2015-02-23,43.16887283325195,55.379947662353516,16.60822868347168,48.8585319519043,38.32477569580078,39.18889617919922,34.218284606933594,62.574275970458984,67.84730529785156
2015-02-24,43.35196304321289,55.53183364868164,16.689979553222656,49.05259704589844,38.44034957885742,39.32283401489258,34.47119140625,62.49662399291992,68.17140197753906
2015-02-25,43.22712326049805,55.835636138916016,16.689979553222656,48.95133972167969,38.20030975341797,39.18889617919922,33.90584182739258,62.4707145690918,68.69349670410156
2015-02-26,42.952484130859375,54.799991607666016,16.64910316467285,48.73198699951172,38.44034957885742,39.24406051635742,33.68269348144531,62.643314361572266,68.47743225097656
2015-02-27,42.85260772705078,54.55831527709961,16.58779525756836,48.50417709350586,38.30698013305664,39.40161895751953,33.64548873901367,62.34126663208008,68.387451171875
2015-03-02,43.13557052612305,54.178585052490234,16.710411071777344,48.95133972167969,38.60924530029297,39.4725341796875,32.998329162597656,62.902225494384766,69.20659637451172
2015-03-03,42.90254592895508,54.37882614135742,16.662717819213867,48.63917541503906,38.351444244384766,39.32283401489258,33.199161529541016,62.332664489746094,69.0175552368164
2015-03-04,42.75273895263672,54.3028564453125,16.56053924560547,48.2595100402832,38.20030975341797,39.047080993652344,33.01320266723633,62.63470458984375,68.65750885009766
2015-03-05,42.569644927978516,53.978355407714844,16.628664016723633,48.29325866699219,38.15585708618164,39.1810302734375,33.2735595703125,62.85905838012695,68.70250701904297
2015-03-06,41.99539566040039,53.01174545288086,16.506046295166016,47.63515853881836,37.6846923828125,38.41678237915039,32.27676773071289,61.62500762939453,67.8833236694336
2015-03-09,42.05364227294922,52.63200378417969,16.58098030090332,48.082332611083984,37.862491607666016,38.629512786865234,32.33626937866211,62.004695892333984,68.2704086303711
2015-03-10,41.41281509399414,51.9001350402832,16.22674560546875,47.19643783569336,37.08906555175781,38.0779914855957,32.27676773071289,61.3143310546875,67.20819091796875
2015-03-11,41.36288833618164,52.05202102661133,16.32892608642578,47.14582443237305,36.84903335571289,37.78649139404297,32.068477630615234,61.27983093261719,66.8390884399414
2015-03-12,41.878883361816406,51.720638275146484,16.68316078186035,47.7532844543457,37.08906555175781,38.33799362182617,32.678462982177734,62.09100341796875,68.19837951660156
2015-03-13,41.47939682006836,51.52729034423828,16.56735610961914,47.314571380615234,36.88459777832031,38.03861618041992,32.34370803833008,61.97018051147461,67.65827178955078
2015-03-16,41.41281509399414,52.224647521972656,16.771724700927734,48.09919738769531,37.3201904296875,38.503456115722656,32.9016227722168,63.34231948852539,68.4504623413086
2015-03-17,40.955074310302734,52.02440643310547,16.73084259033203,47.9051513671875,37.32908630371094,38.227684020996094,32.849544525146484,63.16111373901367,68.07234954833984
2015-03-18,41.57926559448242,53.53647994995117,16.826217651367188,48.47043228149414,37.835819244384766,38.487693786621094,33.7347526550293,63.98091125488281,68.67547607421875
2015-03-19,40.863525390625,52.68726348876953,16.669540405273438,48.14139938354492,37.729129791259766,38.314353942871094,33.422332763671875,64.35200500488281,68.57646942138672
2015-03-20,41.126678466796875,53.462318420410156,16.895864486694336,48.413475036621094,37.972835540771484,38.794734954833984,33.72297286987305,64.81756591796875,69.33968353271484
2015-03-23,41.126678466796875,53.274620056152344,16.800132751464844,48.006622314453125,37.972835540771484,38.858154296875,33.74546813964844,64.63583374023438,69.22227478027344
2015-03-24,40.993019104003906,52.92009735107422,16.66338539123535,47.84558868408203,37.84785842895508,38.636192321777344,33.37058639526367,64.07332611083984,68.86096954345703
2015-03-25,40.533546447753906,53.6082763671875,16.396718978881836,47.03190994262695,36.87489700317383,38.54107666015625,32.98073959350586,62.90504837036133,67.74097442626953
2015-03-26,40.62544250488281,53.54572677612305,16.38304328918457,46.90477752685547,36.901676177978516,38.374603271484375,32.70333480834961,62.757972717285156,67.31648254394531
2015-03-27,40.60873794555664,53.10779571533203,16.362524032592773,47.082767486572266,36.928436279296875,38.61241149902344,32.89826202392578,63.20796203613281,67.65970611572266
2015-03-30,41.16010284423828,54.24779510498047,16.601850509643555,47.74388885498047,37.3747673034668,39.0008430480957,33.303123474121094,63.84833526611328,68.35518646240234
2015-03-31,40.7507438659668,53.92804718017578,16.485607147216797,47.26923751831055,36.99093246459961,38.636192321777344,33.310604095458984,62.74064254760742,68.05712127685547
