,screen_name
0,analyst_strong_buy_stocks
1,latest_analyst_upgraded_stocks
2,most_institutionally_bought_large_cap_stocks
3,most_institutionally_held_large_cap_stocks
4,most_institutionally_sold_large_cap_stocks
5,stocks_most_bought_by_hedge_funds
6,stocks_most_bought_by_pension_fund
7,stocks_most_bought_by_private_equity
8,stocks_most_bought_by_sovereign_wealth_fund
9,stocks_with_most_institutional_buyers
10,stocks_with_most_institutional_sellers
