screen,symbol,averageAnalystRating,regularMarketPrice,customPriceAlertConfidence,fiftyTwoWeekRange,sharesOutstanding,fiftyTwoWeekLow,fiftyTwoWeekHigh,regularMarketVolume,averageDailyVolume10Day,averageDailyVolume3Month,marketCap,bookValue,longName
advertising_agencies,BOC,2.0 - Buy,14.9,LOW,13.55 - 28.29,30249400.0,13.55,28.29,98478.0,108280.0,153583.0,466444480.0,17.281,Boston Omaha Corporation
advertising_agencies,EEX,1.7 - Buy,6.14,LOW,3.26 - 6.42,62892400.0,3.26,6.42,67794.0,44520.0,57413.0,386159328.0,-1.045,"Emerald Holding, Inc."
advertising_agencies,TSQ,1.3 - Strong Buy,10.49,LOW,7.08 - 12.65,13680700.0,7.08,12.65,35401.0,30770.0,41247.0,172637072.0,0.541,"Townsquare Media, Inc."
advertising_agencies,TZOO,1.7 - Buy,8.48,HIGH,4.51 - 10.86,13971800.0,4.51,10.86,69797.0,72740.0,160531.0,118480856.0,0.143,Travelzoo
aerospace_defense,BA,1.8 - Buy,215.02,LOW,176.25 - 267.54,604977024.0,176.25,267.54,14345444.0,19104420.0,8088811.0,130082160640.0,-27.669,The Boeing Company
aerospace_defense,RTX,2.8 - Hold,85.53,LOW,68.56 - 104.91,1437900032.0,68.56,104.91,7509583.0,6799260.0,9786349.0,122983587840.0,48.06,RTX Corporation
aerospace_defense,LMT,2.7 - Hold,457.76,LOW,393.77 - 508.1,248099008.0,393.77,508.1,866575.0,795140.0,1113416.0,113569808384.0,37.547,Lockheed Martin Corporation
aerospace_defense,NOC,2.7 - Hold,470.48,LOW,414.56 - 496.89,150792992.0,414.56,496.89,1369200.0,712470.0,727524.0,70945087488.0,105.578,Northrop Grumman Corporation
aerospace_defense,GD,2.1 - Buy,249.34,LOW,202.35 - 261.39,272896992.0,202.35,261.39,1410323.0,1119500.0,1116791.0,68044136448.0,73.261,General Dynamics Corporation
aerospace_defense,TDG,2.0 - Buy,1057.13,LOW,671.93 - 1059.95,55314100.0,671.93,1059.95,171157.0,194340.0,221626.0,58474192896.0,-35.873,TransDigm Group Incorporated
aerospace_defense,LHX,2.2 - Buy,204.82,LOW,160.25 - 219.31,189540000.0,160.25,219.31,959238.0,983210.0,1287183.0,38821584896.0,98.269,"L3Harris Technologies, Inc."
aerospace_defense,HWM,2.0 - Buy,55.74,LOW,38.17 - 55.93,411744000.0,38.17,55.93,2045914.0,3004820.0,2488544.0,22950610944.0,9.265,Howmet Aerospace Inc.
aerospace_defense,HEI-A,,138.6,LOW,121.43 - 150.42,83534304.0,121.43,150.42,361476.0,628340.0,305786.0,21229502464.0,22.759,HEICO Corporation
aerospace_defense,HEI,2.2 - Buy,176.38,LOW,153.63 - 191.0,54720600.0,153.63,191.0,357202.0,383730.0,345355.0,21229449216.0,22.759,HEICO Corporation
aerospace_defense,AXON,1.9 - Buy,256.79,HIGH,168.3 - 260.69,74933800.0,168.3,260.69,349166.0,379850.0,432504.0,19242250240.0,20.3,"Axon Enterprise, Inc."
aerospace_defense,TXT,2.4 - Buy,78.79,LOW,61.27 - 81.59,196004992.0,61.27,81.59,1270460.0,1024960.0,1209744.0,15443233792.0,36.021,Textron Inc.
aerospace_defense,HII,2.6 - Hold,256.23,LOW,188.51 - 261.42,39723500.0,188.51,261.42,287453.0,259640.0,270811.0,10178353152.0,93.841,"Huntington Ingalls Industries, Inc."
aerospace_defense,ESLT,3.0 - Hold,209.02,HIGH,162.01 - 225.22,44453800.0,162.01,225.22,9121.0,15110.0,26655.0,9291732992.0,64.086,Elbit Systems Ltd.
aerospace_defense,CW,1.6 - Buy,222.77,LOW,156.76 - 224.74,38241200.0,156.76,224.74,110275.0,142070.0,171255.0,8518992384.0,57.109,Curtiss-Wright Corporation
aerospace_defense,WWD,2.6 - Hold,136.22,HIGH,88.3 - 140.73,60058100.0,88.3,140.73,353634.0,274190.0,339813.0,8181114368.0,34.612,"Woodward, Inc."
aerospace_defense,BWXT,2.1 - Buy,79.52,LOW,56.5 - 81.66,91512800.0,56.5,81.66,253956.0,449120.0,516686.0,7277097472.0,9.529,"BWX Technologies, Inc."
aerospace_defense,CAE,2.0 - Buy,20.79,LOW,18.89 - 25.04,318273984.0,18.89,25.04,191578.0,256900.0,330688.0,6616916480.0,14.556,CAE Inc.
aerospace_defense,HXL,2.5 - Buy,71.24,LOW,58.81 - 79.08,84111296.0,58.81,79.08,409860.0,467110.0,490639.0,5992088576.0,19.576,Hexcel Corporation
aerospace_defense,DRS,1.6 - Buy,19.08,HIGH,10.8 - 20.95,262370000.0,10.8,20.95,588157.0,559480.0,1038070.0,5006019584.0,8.556,"Leonardo DRS, Inc."
aerospace_defense,MOG-B,,140.868,LOW,90.29 - 145.48,4562100.0,90.29,145.48,220.0,90.0,67.0,4785144832.0,51.318,Moog Inc.
aerospace_defense,MOG-A,2.3 - Buy,141.97,LOW,87.84 - 147.91,29178600.0,87.84,147.91,100652.0,79400.0,140560.0,4785141248.0,51.318,Moog Inc.
aerospace_defense,AVAV,1.7 - Buy,122.96,HIGH,82.91 - 143.99,28135100.0,82.91,143.99,153690.0,202720.0,278508.0,3459491840.0,28.393,"AeroVironment, Inc."
aerospace_defense,ERJ,1.9 - Buy,17.32,LOW,12.11 - 20.13,183658000.0,12.11,20.13,830791.0,880400.0,1074363.0,3180956416.0,17.366,Embraer S.A.
aerospace_defense,SPR,2.4 - Buy,27.26,LOW,14.65 - 38.55,116026000.0,14.65,38.55,2955592.0,7073920.0,4023278.0,3162868736.0,-8.161,"Spirit AeroSystems Holdings, Inc."
aggressive_small_caps,BTCM,3.0 - Hold,3.79,LOW,2.0 - 6.95,11112300.0,2.0,6.95,202696.0,217750.0,219480.0,42115616.0,3.886,BIT Mining Limited
aggressive_small_caps,TLRY,2.7 - Hold,2.0,HIGH,1.5 - 3.59,755110976.0,1.5,3.59,21473792.0,31627090.0,19408427.0,1510221952.0,4.596,"Tilray Brands, Inc."
aggressive_small_caps,SOS,5.0 - Sell,3.92,LOW,3.1 - 9.5,9177700.0,3.1,9.5,94057.0,174300.0,190144.0,35976584.0,57.005,SOS Limited
aggressive_small_caps,HYZN,2.5 - Buy,0.5901,HIGH,0.45 - 2.35,245003008.0,0.45,2.35,1202340.0,564060.0,612093.0,144576272.0,0.729,Hyzon Motors Inc.
aggressive_small_caps,SAVE,3.4 - Hold,6.68,LOW,4.04 - 20.29,109168000.0,4.04,20.29,106795878.0,44220740.0,11819609.0,729242240.0,12.055,"Spirit Airlines, Inc."
aggressive_small_caps,DOLE,2.2 - Buy,11.58,LOW,10.15 - 14.005,94929000.0,10.15,14.005,477055.0,421340.0,556236.0,1099277824.0,12.98,Dole plc
aggressive_small_caps,CANO,3.0 - Hold,2.0,LOW,1.739 - 190.0,2887610.0,1.739,190.0,420987.0,410100.0,336177.0,10813000.0,-43.161,"Cano Health, Inc."
aggressive_small_caps,CLNE,1.7 - Buy,3.135,HIGH,2.94 - 6.1,223023008.0,2.94,6.1,1319245.0,1532900.0,1856145.0,699177152.0,3.07,Clean Energy Fuels Corp.
aggressive_small_caps,AG,2.7 - Hold,4.71,LOW,4.38 - 8.41,286940992.0,4.38,8.41,6803594.0,7547600.0,6434093.0,1351492096.0,4.669,First Majestic Silver Corp.
aggressive_small_caps,AHT,2.7 - Hold,1.47,LOW,1.24 - 7.52,34513400.0,1.24,7.52,554724.0,715600.0,557786.0,56119308.0,-9.017,"Ashford Hospitality Trust, Inc."
aggressive_small_caps,HUYA,2.8 - Hold,3.4,LOW,2.155 - 6.495,237932000.0,2.155,6.495,2371838.0,2043260.0,1815844.0,808968832.0,46.941,HUYA Inc.
aggressive_small_caps,MGNI,2.1 - Buy,8.95,HIGH,6.28 - 15.73,137851008.0,6.28,15.73,829140.0,816170.0,1043834.0,1233766528.0,4.732,"Magnite, Inc."
aggressive_small_caps,EBON,,9.14,HIGH,5.3 - 18.94,4726420.0,5.3,18.94,108678.0,81860.0,72536.0,57404868.0,49.255,Ebang International Holdings Inc.
aggressive_small_caps,MUX,,6.55,LOW,5.39 - 10.0,49394900.0,5.39,10.0,336874.0,375250.0,448924.0,323536608.0,7.368,McEwen Mining Inc.
aggressive_small_caps,LAZR,2.2 - Buy,2.21,HIGH,2.09 - 10.55,304865984.0,2.09,10.55,8932728.0,9095080.0,7922418.0,888320576.0,-0.413,"Luminar Technologies, Inc."
aggressive_small_caps,BIG,3.1 - Hold,6.13,LOW,3.47 - 19.97,29216600.0,3.47,19.97,1245609.0,865580.0,1460736.0,179097760.0,10.721,"Big Lots, Inc."
aggressive_small_caps,AMWL,2.7 - Hold,1.09,LOW,0.925 - 4.275,254623008.0,0.925,4.275,996481.0,1123300.0,2152085.0,313450208.0,1.75,American Well Corporation
aggressive_small_caps,KIRK,2.5 - Buy,3.03,HIGH,1.4 - 4.06,12923700.0,1.4,4.06,393626.0,157330.0,155124.0,39158812.0,-0.564,"Kirkland's, Inc."
aggressive_small_caps,GEO,1.7 - Buy,10.93,LOW,6.94 - 12.42,126127000.0,6.94,12.42,2756524.0,2057660.0,2407821.0,1378568192.0,10.327,"The GEO Group, Inc."
aggressive_small_caps,JKS,2.7 - Hold,27.62,LOW,25.15 - 60.44,51571700.0,25.15,60.44,991411.0,971400.0,1069822.0,1424410368.0,388.386,"JinkoSolar Holding Co., Ltd."
aggressive_small_caps,CCO,2.5 - Buy,1.66,LOW,0.99 - 2.14,483009984.0,0.99,2.14,7214823.0,2372850.0,3290290.0,801796544.0,-7.606,"Clear Channel Outdoor Holdings, Inc."
aggressive_small_caps,ETWO,3.0 - Hold,3.64,LOW,2.15 - 7.205,305999008.0,2.15,7.205,2407136.0,2222650.0,1955563.0,1113836416.0,4.978,"E2open Parent Holdings, Inc."
aggressive_small_caps,DAN,2.7 - Hold,13.12,LOW,11.1 - 19.75,144338000.0,11.1,19.75,792425.0,995770.0,1201000.0,1893714560.0,11.009,Dana Incorporated
aggressive_small_caps,SHCR,2.0 - Buy,0.9464,HIGH,0.77 - 2.71,352424000.0,0.77,2.71,1260734.0,738430.0,858211.0,333534080.0,1.284,"Sharecare, Inc."
aggressive_small_caps,BW,2.2 - Buy,1.17,LOW,0.955 - 6.83,89371400.0,0.955,6.83,1345320.0,914490.0,1338891.0,104564536.0,-1.593,"Babcock & Wilcox Enterprises, Inc."
agricultural_inputs,CTA-PB,,70.1,LOW,63.22 - 97.3,867806016.0,63.22,97.3,4774.0,3268.0,3104.0,60833202176.0,,"EIDP, Inc."
agricultural_inputs,CTA-PA,,56.3212,LOW,51.96 - 67.99,867806016.0,51.96,67.99,411.0,721.0,1273.0,48875876352.0,,"EIDP, Inc."
agricultural_inputs,CTVA,2.2 - Buy,45.6,LOW,43.22 - 65.21,704729024.0,43.22,65.21,5115285.0,3663540.0,4191760.0,32135643136.0,35.788,"Corteva, Inc."
agricultural_inputs,NTR,2.3 - Buy,51.45,LOW,48.29 - 85.16,494547008.0,48.29,85.16,2481023.0,2509110.0,1838065.0,25444444160.0,50.846,Nutrien Ltd.
agricultural_inputs,CF,2.6 - Hold,74.99,LOW,60.08 - 91.23,191056000.0,60.08,91.23,2126520.0,1949310.0,2071178.0,14327288832.0,29.955,"CF Industries Holdings, Inc."
agricultural_inputs,MOS,2.7 - Hold,32.1,LOW,31.33 - 57.46,326835008.0,31.33,57.46,6090557.0,5525040.0,4038293.0,10491403264.0,36.701,The Mosaic Company
agricultural_inputs,FMC,2.5 - Buy,55.65,LOW,49.49 - 133.37,124759000.0,49.49,133.37,1489912.0,1296250.0,1887575.0,6942838784.0,26.378,FMC Corporation
agricultural_inputs,SMG,2.2 - Buy,58.86,LOW,43.67 - 88.61,56679100.0,43.67,88.61,466119.0,511120.0,749170.0,3336131840.0,-4.731,The Scotts Miracle-Gro Company
agricultural_inputs,BIOX,1.8 - Buy,13.64,HIGH,9.76 - 14.2,62850000.0,9.76,14.2,67098.0,44490.0,80885.0,857274048.0,4.757,Bioceres Crop Solutions Corp.
agricultural_inputs,UAN,3.0 - Hold,66.68,LOW,60.5 - 118.38,10569600.0,60.5,118.38,56677.0,30100.0,52922.0,704780928.0,29.262,"CVR Partners, LP"
agricultural_inputs,AVD,2.0 - Buy,9.87,LOW,8.41 - 23.18,28750400.0,8.41,23.18,231079.0,196270.0,329791.0,283766432.0,12.476,American Vanguard Corporation
agricultural_inputs,IPI,3.7 - Underperform,19.43,LOW,17.23 - 34.51,13156600.0,17.23,34.51,117793.0,105620.0,132857.0,255632736.0,61.003,"Intrepid Potash, Inc."
airlines,RYAAY,1.5 - Strong Buy,126.67,HIGH,86.36 - 136.14,227962000.0,86.36,136.14,1024319.0,538820.0,629311.0,28875945984.0,7.4,Ryanair Holdings plc
airlines,DAL,1.6 - Buy,37.28,LOW,30.6 - 49.81,643462976.0,30.6,49.81,19117351.0,16918510.0,10583290.0,23988299776.0,17.177,"Delta Air Lines, Inc."
airlines,LUV,3.1 - Hold,29.99,LOW,21.91 - 39.53,596115008.0,21.91,39.53,8813800.0,8949570.0,8526998.0,17877489664.0,18.543,Southwest Airlines Co.
airlines,UAL,2.0 - Buy,38.82,HIGH,33.68 - 58.23,328015008.0,33.68,58.23,9734201.0,11492050.0,8144095.0,12733542400.0,26.99,"United Airlines Holdings, Inc."
airlines,AAL,2.7 - Hold,13.66,HIGH,10.86 - 19.08,653540992.0,10.86,19.08,38805455.0,46792920.0,36036816.0,8927370240.0,-7.859,American Airlines Group Inc.
airlines,ALK,2.2 - Buy,34.84,LOW,30.75 - 57.18,128053000.0,30.75,57.18,1861762.0,3597470.0,3828903.0,4461366784.0,32.198,"Alaska Air Group, Inc."
airlines,CPA,1.8 - Buy,90.29,LOW,78.12 - 121.2,31146000.0,78.12,121.2,446850.0,402470.0,296483.0,3799773440.0,47.538,"Copa Holdings, S.A."
airlines,SKYW,2.8 - Hold,49.74,HIGH,16.59 - 53.76,40943700.0,16.59,53.76,286849.0,261940.0,387645.0,2036539648.0,51.836,"SkyWest, Inc."
airlines,ALGT,2.8 - Hold,74.95,HIGH,54.87 - 130.93,18401200.0,54.87,130.93,203769.0,234140.0,269185.0,1379169920.0,74.697,Allegiant Travel Company
airlines,ATSG,1.9 - Buy,16.2,HIGH,14.03 - 28.7,65272900.0,14.03,28.7,521838.0,476680.0,720118.0,1057421056.0,20.781,"Air Transport Services Group, Inc."
airlines,VLRS,1.8 - Buy,8.25,LOW,5.52 - 15.05,115208000.0,5.52,15.05,495552.0,571370.0,566178.0,950465984.0,0.113,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V."
airlines,AZUL,2.1 - Buy,7.96,LOW,3.82 - 13.865,115837000.0,3.82,13.865,1168969.0,1325520.0,1355745.0,922062528.0,-61.231,Azul S.A.
airlines,SAVE,3.4 - Hold,6.68,LOW,4.04 - 20.29,109168000.0,4.04,20.29,106795878.0,44220740.0,11819609.0,729242240.0,12.055,"Spirit Airlines, Inc."
airlines,HA,2.8 - Hold,13.91,HIGH,3.7 - 14.71,51636500.0,3.7,14.71,2602140.0,2323080.0,3393975.0,718263680.0,3.462,"Hawaiian Holdings, Inc."
airlines,SNCY,2.5 - Buy,12.58,HIGH,11.96 - 23.8,53821400.0,11.96,23.8,344429.0,467300.0,485545.0,677073216.0,9.594,"Sun Country Airlines Holdings, Inc."
airports_air_services,ASR,3.0 - Hold,279.16,LOW,165.0 - 314.48,30000000.0,165.0,314.48,49579.0,42120.0,50904.0,8374799872.0,141.82,"Grupo Aeroportuario del Sureste, S. A. B. de C. V."
airports_air_services,PAC,2.7 - Hold,155.0,LOW,107.25 - 200.85,50527700.0,107.25,200.85,54957.0,51320.0,79267.0,7831793664.0,35.294,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V."
airports_air_services,CAAP,2.0 - Buy,15.97,LOW,8.63 - 16.9,256204992.0,8.63,16.9,98466.0,127180.0,115288.0,4091593728.0,5.433,Corporación América Airports S.A.
airports_air_services,OMAB,2.7 - Hold,73.67,HIGH,50.23 - 100.21,48271200.0,50.23,100.21,92561.0,62700.0,102137.0,3955688448.0,21.797,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
airports_air_services,JOBY,2.9 - Hold,5.63,LOW,3.68 - 11.98,696318976.0,3.68,11.98,4571943.0,3741850.0,5319149.0,3920275968.0,1.597,"Joby Aviation, Inc."
aluminum,AA,3.0 - Hold,27.36,LOW,23.07 - 55.74,178472000.0,23.07,55.74,6001915.0,7035840.0,6021083.0,4882994176.0,23.82,Alcoa Corporation
aluminum,CSTM,1.8 - Buy,18.61,LOW,13.4 - 20.68,146820000.0,13.4,20.68,904924.0,742680.0,761855.0,2732320256.0,6.055,Constellium SE
aluminum,KALU,3.2 - Hold,62.61,HIGH,53.67 - 94.55,16014500.0,53.67,94.55,91448.0,86490.0,119868.0,1002667840.0,40.31,Kaiser Aluminum Corporation
aluminum,CENX,2.7 - Hold,10.27,HIGH,5.7 - 13.17,92404704.0,5.7,13.17,1221871.0,1547190.0,1604201.0,948996352.0,3.608,Century Aluminum Company
apparel_manufacturing,RL,2.3 - Buy,138.09,LOW,103.17 - 148.04,39751800.0,103.17,148.04,743536.0,737060.0,816654.0,8925185024.0,36.618,Ralph Lauren Corporation
apparel_manufacturing,PVH,2.3 - Buy,120.78,LOW,69.27 - 123.91,59637500.0,69.27,123.91,885656.0,855610.0,981360.0,7203017216.0,84.348,PVH Corp.
apparel_manufacturing,LEVI,2.2 - Buy,15.6,LOW,12.415 - 19.355,100041000.0,12.415,19.355,1476412.0,1561650.0,1753670.0,6195306496.0,4.889,Levi Strauss & Co.
apparel_manufacturing,VFC,2.7 - Hold,15.71,LOW,12.85 - 32.13,388883008.0,12.85,32.13,5798639.0,6379860.0,8348711.0,6109351936.0,5.683,V.F. Corporation
apparel_manufacturing,GIL,2.2 - Buy,32.1,LOW,26.98 - 37.65,172200000.0,26.98,37.65,617456.0,911580.0,986859.0,5527619584.0,11.455,Gildan Activewear Inc.
apparel_manufacturing,COLM,2.8 - Hold,78.4,HIGH,66.01 - 98.32,60507800.0,66.01,98.32,263110.0,374860.0,412631.0,4743811584.0,31.314,Columbia Sportswear Company
apparel_manufacturing,KTB,2.0 - Buy,58.6,LOW,37.1 - 63.96,56180200.0,37.1,63.96,245554.0,307290.0,469319.0,3292159744.0,6.188,"Kontoor Brands, Inc."
apparel_manufacturing,UA,2.0 - Buy,7.27,LOW,5.86 - 11.415,214916992.0,5.86,11.415,2841056.0,3017080.0,3473412.0,3238952192.0,4.773,"Under Armour, Inc."
apparel_manufacturing,UAA,2.4 - Buy,7.51,LOW,6.29 - 13.05,188786000.0,6.29,13.05,6263346.0,7234040.0,6728680.0,3238950400.0,4.773,"Under Armour, Inc."
apparel_manufacturing,ZGN,2.3 - Buy,10.3,LOW,10.12 - 16.36,250310000.0,10.12,16.36,356193.0,630950.0,400286.0,2578193152.0,3.044,Ermenegildo Zegna N.V.
apparel_manufacturing,OXM,2.7 - Hold,96.76,LOW,82.33 - 123.37,15625100.0,82.33,123.37,128230.0,155230.0,163731.0,1511884672.0,40.135,"Oxford Industries, Inc."
apparel_manufacturing,GIII,3.0 - Hold,29.9,HIGH,13.59 - 35.68,45727700.0,13.59,35.68,716122.0,588810.0,615968.0,1367258240.0,32.875,"G-III Apparel Group, Ltd."
apparel_manufacturing,GOOS,3.0 - Hold,11.49,LOW,9.8 - 24.73,49917000.0,9.8,24.73,1867805.0,1581090.0,1571286.0,1152320640.0,3.459,Canada Goose Holdings Inc.
apparel_manufacturing,FIGS,2.6 - Hold,5.92,LOW,5.155 - 10.2,161119008.0,5.155,10.2,3904903.0,4321230.0,3339819.0,1001279232.0,2.101,"FIGS, Inc."
apparel_retail,TJX,1.8 - Buy,95.5,LOW,72.92 - 95.92,1139680000.0,72.92,95.92,4138683.0,4479130.0,5365263.0,108839436288.0,5.99,"The TJX Companies, Inc."
apparel_retail,LULU,2.0 - Buy,484.02,HIGH,286.58 - 516.39,121075000.0,286.58,516.39,1257685.0,1279540.0,1481280.0,61078966272.0,27.93,Lululemon Athletica Inc.
apparel_retail,ROST,2.0 - Buy,137.63,HIGH,99.0 - 139.32,336665984.0,99.0,139.32,1786007.0,1561530.0,2153181.0,46335340544.0,13.601,"Ross Stores, Inc."
apparel_retail,BURL,2.0 - Buy,194.8,LOW,115.66 - 239.94,64525300.0,115.66,239.94,946991.0,802670.0,1615563.0,12569528320.0,13.301,"Burlington Stores, Inc."
apparel_retail,GPS,3.0 - Hold,18.94,LOW,7.22 - 22.08,370832992.0,7.22,22.08,7343882.0,6678050.0,9269567.0,7023577088.0,6.631,"The Gap, Inc."
apparel_retail,ANF,2.4 - Buy,101.11,LOW,21.74 - 101.27,50405500.0,21.74,101.27,1467127.0,1651740.0,1562936.0,5096500224.0,17.184,Abercrombie & Fitch Co.
apparel_retail,AEO,2.8 - Hold,20.22,LOW,9.95 - 21.68,197538000.0,9.95,21.68,3787517.0,4759170.0,5079919.0,3994218240.0,8.8,"American Eagle Outfitters, Inc."
apparel_retail,URBN,2.7 - Hold,39.86,HIGH,24.73 - 40.03,92784304.0,24.73,40.03,1155467.0,1946950.0,1851118.0,3698382336.0,22.057,"Urban Outfitters, Inc."
apparel_retail,CRI,3.0 - Hold,73.2,LOW,60.66 - 86.76,36824800.0,60.66,86.76,487726.0,627360.0,687890.0,2695575296.0,21.242,"Carter's, Inc."
apparel_retail,FL,3.1 - Hold,26.39,LOW,14.84 - 47.22,94161800.0,14.84,47.22,3283279.0,2677920.0,3937754.0,2484929792.0,34.037,"Foot Locker, Inc."
apparel_retail,BOOT,1.8 - Buy,71.89,LOW,64.33 - 104.91,30283800.0,64.33,104.91,586651.0,941990.0,932950.0,2177102336.0,28.147,"Boot Barn Holdings, Inc."
apparel_retail,BKE,3.5 - Hold,36.13,LOW,30.18 - 48.15,50445400.0,30.18,48.15,483391.0,799390.0,453608.0,1822592384.0,9.574,"The Buckle, Inc."
apparel_retail,VSCO,2.6 - Hold,23.44,LOW,13.62 - 47.22,77434896.0,13.62,47.22,1600913.0,1535210.0,2236363.0,1815074048.0,2.857,Victoria's Secret & Co.
apparel_retail,GES,2.6 - Hold,22.56,LOW,17.21 - 24.84,53700300.0,17.21,24.84,599516.0,792060.0,943434.0,1211478784.0,9.573,"Guess?, Inc."
apparel_retail,CAL,2.3 - Buy,29.55,LOW,16.85 - 31.99,35502200.0,16.85,31.99,260769.0,306800.0,374132.0,1049089984.0,14.444,"Caleres, Inc."
apparel_retail,HIBB,2.1 - Buy,64.56,HIGH,34.86 - 73.74,11771800.0,34.86,73.74,174176.0,170480.0,249106.0,759987392.0,33.05,"Hibbett, Inc."
apparel_retail,SCVL,2.0 - Buy,25.64,HIGH,19.24 - 30.94,27131600.0,19.24,30.94,131353.0,161060.0,220968.0,695654208.0,21.006,"Shoe Carnival, Inc."
apparel_retail,CURV,3.0 - Hold,5.52,LOW,1.21 - 6.86,104103000.0,1.21,6.86,265718.0,240240.0,194059.0,574648576.0,-2.01,Torrid Holdings Inc.
apparel_retail,ZUMZ,3.0 - Hold,17.4,HIGH,13.19 - 28.97,19834000.0,13.19,28.97,152858.0,222080.0,248257.0,345111584.0,21.233,Zumiez Inc.
apparel_retail,GCO,2.7 - Hold,26.92,LOW,17.31 - 51.04,11489000.0,17.31,51.04,145580.0,160940.0,152831.0,309283872.0,46.611,Genesco Inc.
apparel_retail,PLCE,2.5 - Buy,21.94,HIGH,14.27 - 48.88,12477300.0,14.27,48.88,439210.0,384530.0,623468.0,273751968.0,9.464,"The Children's Place, Inc."
apparel_retail,JILL,1.7 - Buy,24.33,LOW,18.85 - 32.26,10602700.0,18.85,32.26,65886.0,95480.0,115004.0,257963696.0,2.986,"J.Jill, Inc."
apparel_retail,CTRN,2.2 - Buy,26.87,HIGH,14.21 - 34.94,8544340.0,14.21,34.94,116667.0,73020.0,78542.0,229586416.0,18.334,"Citi Trends, Inc."
apparel_retail,TLYS,2.7 - Hold,7.44,LOW,6.05 - 9.5,22667600.0,6.05,9.5,63156.0,115770.0,107050.0,223004336.0,5.5,"Tilly's, Inc."
apparel_retail,CATO,,7.19,LOW,6.54 - 10.45,18821500.0,6.54,10.45,98827.0,75200.0,84955.0,148007584.0,11.18,The Cato Corporation
asset_management,BX,2.3 - Buy,119.08,LOW,76.19 - 133.53,710545024.0,76.19,133.53,4079489.0,3558190.0,3609595.0,144030826496.0,10.049,Blackstone Inc.
asset_management,BLK,1.9 - Buy,805.44,LOW,596.18 - 819.0,148500000.0,596.18,819.0,681544.0,626650.0,659372.0,119607836672.0,259.341,"BlackRock, Inc."
asset_management,KKR,1.7 - Buy,84.19,LOW,47.46 - 85.66,885009024.0,47.46,85.66,3990313.0,2486120.0,3344454.0,74838007808.0,23.07,KKR & Co. Inc.
asset_management,BN,2.2 - Buy,39.8,LOW,28.25 - 41.05,1561219968.0,28.25,41.05,1902518.0,1861010.0,2473463.0,62136553472.0,25.9,Brookfield Corporation
asset_management,APO,2.2 - Buy,98.94,LOW,55.16 - 98.94,567555008.0,55.16,98.94,2653862.0,2046490.0,2428203.0,56153894912.0,12.413,"Apollo Global Management, Inc."
asset_management,BK,2.2 - Buy,55.04,LOW,39.65 - 55.47,759344000.0,39.65,55.47,7174034.0,5453910.0,4540345.0,41794293760.0,48.236,The Bank of New York Mellon Corporation
asset_management,AMP,2.2 - Buy,381.67,LOW,275.09 - 386.33,101196000.0,275.09,386.33,1231824.0,552080.0,515313.0,38623477760.0,37.729,"Ameriprise Financial, Inc."
